date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-20,19.56,19.7,19.4,18.61,865847.25,0.38,2.0,18.986,17.39,15.522,1371783.7,1050928.89,740751.34,2.23
2020-02-21,19.35,19.6,18.97,18.86,990445.06,-0.43,-2.22,19.22,17.818,15.764,1160210.31,1092081.52,773996.49,2.55
2020-02-24,18.74,19.25,18.96,18.6,817750.75,-0.01,-0.05,19.248,18.218,16.013,995334.19,1117203.47,792753.55,2.11
2020-02-25,18.6,19.5,19.0,17.95,1073019.62,0.04,0.21,19.07,18.628,16.259,942898.19,1191961.38,830964.92,2.76
2020-02-26,18.57,18.9,18.11,18.0,595560.12,-0.89,-4.68,18.888,18.8,16.456,868524.56,1231939.13,838882.55,1.53
2020-02-27,18.24,18.66,18.39,17.92,547154.81,0.28,1.55,18.686,18.836,16.674,804786.07,1088284.89,846238.7,1.41
2020-02-28,17.6,17.8,17.25,17.02,818643.75,-1.14,-6.2,18.342,18.781,16.859,770425.81,965318.06,866432.57,2.11
2020-03-02,17.64,17.68,17.38,16.83,684506.81,0.13,0.75,18.026,18.637,17.119,743777.02,869555.6,873925.9,1.76
2020-03-03,17.68,18.41,17.63,17.42,860923.56,0.25,1.44,17.752,18.411,17.344,701357.81,822128.0,890776.26,2.22
2020-03-04,17.09,17.3,16.94,16.53,778760.19,-0.69,-3.91,17.518,18.203,17.531,737997.82,803261.19,911342.47,2.01
2020-03-05,17.24,17.32,17.18,16.83,563932.62,0.24,1.42,17.276,17.981,17.686,741353.39,773069.73,911999.31,1.45
2020-03-06,16.82,17.1,16.85,16.75,405462.66,-0.33,-1.92,17.196,17.769,17.794,658717.17,714571.49,903326.5,1.04
2020-03-09,16.35,16.35,15.2,15.17,1326202.5,-1.65,-9.79,16.76,17.393,17.806,787056.31,765416.66,941310.07,3.42
2020-03-10,15.02,15.96,15.8,14.87,1053278.62,0.6,3.95,16.394,17.073,17.851,825527.32,763442.56,977701.97,2.71
2020-03-11,16.04,16.55,15.62,15.59,942601.0,-0.18,-1.14,16.13,16.824,17.812,858295.48,798146.65,1015042.89,2.43
2020-03-12,15.19,15.4,15.07,14.97,794694.81,-0.55,-3.52,15.708,16.492,17.664,904447.92,822900.65,955592.77,2.05
2020-03-13,14.24,14.97,14.76,14.1,975373.44,-0.31,-2.06,15.29,16.243,17.512,1018430.07,838573.62,901945.84,2.51
