date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-20,7.9,8.0,7.98,7.85,67081.42,0.06,0.76,7.828,7.773,7.934,49450.31,46484.41,47826.62,0.83
2020-02-21,7.97,7.98,7.9,7.88,64739.38,-0.08,-1.0,7.884,7.795,7.901,57156.09,46983.15,49425.74,0.8
2020-02-24,7.89,8.01,7.99,7.82,94436.82,0.09,1.14,7.926,7.821,7.871,67671.96,52483.13,53048.65,1.17
2020-02-25,8.08,8.29,8.03,7.9,149808.73,0.04,0.5,7.964,7.846,7.846,88005.08,63478.48,59085.21,1.85
2020-02-26,7.95,8.09,8.05,7.86,83533.7,0.02,0.25,7.99,7.874,7.829,91920.01,67800.62,61341.5,1.03
2020-02-27,8.01,8.07,7.95,7.9,70089.03,-0.1,-1.24,7.984,7.906,7.801,92521.53,70985.92,62321.14,0.87
2020-02-28,7.78,7.83,7.75,7.65,81331.61,-0.2,-2.52,7.954,7.919,7.776,95839.98,76498.03,63544.27,1.01
2020-03-02,7.74,7.91,7.84,7.68,80862.67,0.09,1.16,7.924,7.925,7.796,93125.15,80398.56,62918.51,1.0
2020-03-03,7.9,7.92,7.76,7.73,66845.35,-0.08,-1.02,7.87,7.917,7.81,76532.47,82268.78,63845.29,0.83
2020-03-04,7.75,7.81,7.78,7.72,57291.05,0.02,0.26,7.816,7.903,7.82,71283.94,81601.98,63658.35,0.71
2020-03-05,7.82,8.04,7.99,7.8,105638.06,0.21,2.7,7.824,7.904,7.839,78393.75,85457.64,65971.02,1.31
2020-03-06,7.94,7.98,7.94,7.89,63237.52,-0.05,-0.63,7.862,7.908,7.852,74774.93,85307.45,66145.3,0.78
2020-03-09,7.94,7.94,7.8,7.79,71696.62,-0.14,-1.76,7.854,7.889,7.855,72941.72,83033.43,67758.28,0.89
2020-03-10,7.71,7.86,7.83,7.7,47242.45,0.03,0.39,7.868,7.869,7.858,69021.14,72776.81,68127.64,0.58
2020-03-11,7.85,7.85,7.75,7.75,45203.01,-0.08,-1.02,7.862,7.839,7.857,66603.53,68943.74,68372.18,0.56
2020-03-12,7.7,7.73,7.59,7.52,41666.01,-0.16,-2.06,7.782,7.803,7.855,53809.12,66101.44,68543.68,0.52
2020-03-13,7.39,7.6,7.55,7.31,41225.35,-0.04,-0.53,7.704,7.783,7.851,49406.69,62090.81,69294.42,0.51
2020-03-16,7.58,8.07,7.62,7.57,87649.78,0.07,0.93,7.668,7.761,7.843,52597.32,62769.52,71584.04,1.08
2020-03-17,7.66,7.72,7.52,7.4,47863.46,-0.1,-1.31,7.606,7.737,7.827,52721.52,60871.33,71570.05,0.59
2020-03-18,7.55,7.6,7.41,7.38,39665.84,-0.11,-1.46,7.538,7.7,7.802,51614.09,59108.81,70355.39,0.49
