Date,High,Low,Open,Close,Volume,Adj Close
2001-01-16,3.538105010986328,3.1695148944854736,3.246082067489624,3.386751890182495,160394364.0,3.0499625205993652
2001-01-17,3.4223639965057373,3.3137459754943848,3.3475780487060547,3.358262062072754,37427832.0,3.024305582046509
2001-01-18,3.49714994430542,3.3208680152893066,3.3297719955444336,3.4294869899749756,21549355.0,3.0884475708007812
2001-01-19,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,16343430.0,3.0932581424713135
2001-01-22,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-01-23,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-01-24,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-01-25,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-01-26,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-01-29,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-01-30,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-01-31,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-02-01,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-02-02,3.5256409645080566,3.420583963394165,3.4330480098724365,3.434828996658325,0.0,3.0932581424713135
2001-02-05,3.4490740299224854,3.2852559089660645,3.4366090297698975,3.294158935546875,13904205.0,2.9665772914886475
2001-02-06,3.3226490020751953,3.1891019344329834,3.260327100753784,3.260327100753784,10647660.0,2.9361095428466797
2001-02-07,3.335113048553467,3.235398054122925,3.2692298889160156,3.3030619621276855,4267418.0,2.9745945930480957
2001-02-08,3.4330480098724365,3.3030619621276855,3.3030619621276855,3.335113048553467,9271499.0,3.003458261489868
2001-02-09,3.4170219898223877,3.3440170288085938,3.3564810752868652,3.390312910079956,8593120.0,3.053169012069702
2001-02-12,3.4188029766082764,3.338675022125244,3.409899950027466,3.397434949874878,3257869.0,3.059582471847534
2001-02-13,3.431267023086548,3.372507095336914,3.3992159366607666,3.4188029766082764,4021960.0,3.0788257122039795
2001-02-14,3.4544150829315186,3.397434949874878,3.4188029766082764,3.4508540630340576,3977621.0,3.10768985748291
2001-02-15,3.4668800830841064,3.365384101867676,3.4508540630340576,3.3831899166107178,4582599.0,3.0467545986175537
2001-02-16,3.5220789909362793,3.304842948913574,3.3814098834991455,3.5113959312438965,6918372.0,3.1622109413146973
2001-02-19,3.5950849056243896,3.490027904510498,3.5256409645080566,3.5701560974121094,13353281.0,3.215128183364868
2001-02-20,3.586182117462158,3.4918088912963867,3.568376064300537,3.4918088912963867,7040779.0,3.1445720195770264
2001-02-21,3.6039879322052,3.4633190631866455,3.4811251163482666,3.5844008922576904,8265297.0,3.2279562950134277
2001-02-22,3.6467230319976807,3.561253070831299,3.5844008922576904,3.5879619121551514,6132694.0,3.231163501739502
2001-02-23,3.62357497215271,3.5523500442504883,3.5701560974121094,3.607548952102661,6420059.0,3.2488021850585938
2001-02-26,3.739315986633301,3.60932993888855,3.60932993888855,3.6823360919952393,9219832.0,3.3161520957946777
2001-02-27,3.7357540130615234,3.6502840518951416,3.7001419067382812,3.7179479598999023,4400276.0,3.348222494125366
2001-02-28,3.774928092956543,3.6841158866882324,3.723289966583252,3.757122039794922,6640066.0,3.3835012912750244
2001-03-01,3.8782050609588623,3.7304129600524902,3.7517800331115723,3.8461530208587646,7583374.0,3.463679075241089
2001-03-02,3.888887882232666,3.7927350997924805,3.849714994430542,3.8479340076446533,6751212.0,3.465282440185547
2001-03-05,4.074073791503906,3.8301279544830322,3.8443729877471924,3.988603115081787,9192880.0,3.591963052749634
2001-03-06,4.0936598777771,3.935184955596924,3.988603115081787,4.015313148498535,10415450.0,3.6160171031951904
2001-03-07,4.082976818084717,3.970797061920166,4.0135321617126465,4.024216175079346,4557406.0,3.6240346431732178
2001-03-08,4.059829235076904,3.9797000885009766,4.038461208343506,3.990384101867676,4346357.0,3.59356689453125
2001-03-09,4.047364234924316,3.897792100906372,3.988603115081787,4.002849102020264,8645191.0,3.604792356491089
2001-03-12,4.033119201660156,3.9316229820251465,4.020655155181885,3.9921650886535645,3283220.0,3.5951709747314453
2001-03-13,4.074073791503906,3.935184955596924,3.970797061920166,4.068731784820557,3374255.0,3.664123773574829
2001-03-14,4.241452217102051,4.072292804718018,4.072292804718018,4.179131031036377,8087977.0,3.7635440826416016
2001-03-15,4.216524124145508,4.148859977722168,4.202279090881348,4.200498104095459,3455884.0,3.7827863693237305
2001-03-16,4.18447208404541,4.020655155181885,4.113246917724609,4.063389778137207,9611879.0,3.6593124866485596
2001-03-19,4.12214994430542,3.952991008758545,4.024216175079346,4.002849102020264,5493251.0,3.604792356491089
2001-03-20,4.0936598777771,3.9618940353393555,3.970797061920166,4.077634811401367,4106104.0,3.6721413135528564
2001-03-21,4.104343891143799,4.042022228240967,4.088318824768066,4.074073791503906,2728050.0,3.6689343452453613
2001-03-22,4.118588924407959,4.025997161865234,4.058047771453857,4.065169811248779,3115593.0,3.6609160900115967
2001-03-23,4.1755690574646,4.047364234924316,4.065169811248779,4.086537837982178,3266866.0,3.680159091949463
2001-03-26,4.32692289352417,4.115027904510498,4.1274919509887695,4.29843282699585,9353504.0,3.8709824085235596
2001-03-27,4.394586086273193,4.309115886688232,4.309115886688232,4.328702926635742,5100894.0,3.898242235183716
2001-03-28,4.371438026428223,4.255698204040527,4.328702926635742,4.255698204040527,3075602.0,3.8324978351593018
2001-03-29,4.444444179534912,4.23789119720459,4.27350378036499,4.444444179534912,4145023.0,4.002474308013916
2001-03-30,4.602920055389404,4.433760166168213,4.451566219329834,4.451566219329834,7495113.0,4.008887767791748
2001-04-02,4.528132915496826,4.398148059844971,4.458689212799072,4.451566219329834,5020018.0,4.008887767791748
2001-04-03,4.496081829071045,4.380341053009033,4.453347206115723,4.3839030265808105,3830712.0,3.94795298576355
2001-04-04,4.424857139587402,4.2752838134765625,4.362534999847412,4.300212860107422,3214188.0,3.8725850582122803
2001-04-05,4.451566219329834,4.25213623046875,4.27350378036499,4.451566219329834,3352600.0,4.008887767791748
2001-04-06,4.487178802490234,4.309115886688232,4.449786186218262,4.344728946685791,2882479.0,3.912675142288208
2001-04-09,4.351850986480713,4.234330177307129,4.3358259201049805,4.271722793579102,4367490.0,3.846928358078003
2001-04-10,4.451566219329834,4.27350378036499,4.27350378036499,4.451566219329834,3025693.0,4.008887767791748
2001-04-11,4.465810775756836,4.398148059844971,4.433760166168213,4.407051086425781,1845889.0,3.968798875808716
2001-04-12,4.478275775909424,4.339386940002441,4.478275775909424,4.3571929931640625,2464570.0,3.9238991737365723
