code,name,roe,net_profit_ratio,gross_profit_rate,eps,bips,arturnover,inventory_turnover,currentasset_turnover,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,beat
600216,浙江医药,3.35,11.11,41.0008,0.2765,2.4866,1.8286,0.9564,0.4534,49.9829,78.5349,-1.2532,2.9544,86.6667,-0.7682,2.4315,1.7729,67.5938,1676.0052,75.6666,24.3334,0.0169,0.0037,0.1645,0.0153,1.809,1
600217,中再资环,4.62,14.48,35.5347,0.0766,0.5295,0.1681,4.2936,0.1345,88.8624,175.8741,24.7387,10.0836,179.927,25.199,1.6602,1.6266,29.6747,438.891,36.2479,63.7521,0.1699,0.0195,1.1828,0.0306,3.713,0
600218,全柴动力,2.61,4.4,12.9038,0.1587,3.6059,1.6057,2.1298,0.3802,60.8015,136.0625,9.2606,7.9189,128.5714,8.7836,1.6061,1.3463,14.0558,-630.9708,49.4228,50.5772,-0.1493,-0.0424,-3.4515,-0.0838,-8.9939,0
600219,南山铝业,1.3,9.35,23.7514,0.0448,0.48,2.3372,0.8923,0.2365,15.9795,77.0733,5.8543,3.1471,100.0,4.2311,2.0807,1.6561,116.8671,3140.9292,77.2608,22.7392,0.1363,0.0134,1.3783,0.059,6.4091,1
600222,太龙药业,1.59,6.45,29.8692,0.0468,0.7248,0.8101,0.8352,0.2178,2.3311,-28.0191,33.7061,32.7982,-29.781,25.3475,1.3061,1.0699,33.2856,254.3625,48.2297,51.7703,-0.1046,-0.0116,-1.6341,-0.0225,-2.9342,1
600223,鲁商发展,2.06,5.03,32.6471,0.085,1.6898,8.1303,0.0241,0.0287,21.3165,42.2809,32.8126,6.5864,41.6667,47.7865,1.1577,0.214,8.562,3827.9405,10.4799,89.5201,0.1458,0.004,2.6806,0.0045,0.4807,1
600229,城市传媒,3.05,16.82,38.9212,0.1296,0.77,1.1921,0.6046,0.2286,9.7166,-20.4677,2.682,0.4066,-20.7339,2.6205,1.8995,1.4526,95.5383,5577.1691,69.7809,30.2191,-0.028,-0.0035,-0.1668,-0.0117,-1.205,0
600231,凌钢股份,2.75,4.11,7.6133,0.0842,2.0466,172.8771,2.749,0.8228,34.9208,5241.997,11.4521,6.3357,5200.0,11.4521,1.0057,0.7433,50.6635,-5260.7619,51.4299,48.5701,-0.0599,-0.0206,-1.4551,-0.0424,-4.7188,1
600233,圆通速递,2.11,4.13,8.2677,0.1172,2.8357,6.4123,162.2505,1.0588,61.9083,43.9762,8.8214,24.1893,23.4737,8.5193,0.9768,0.9708,49.9268,-13062.6303,65.8697,34.1303,-0.0418,-0.0138,-0.963,-0.0404,-4.4259,0
600234,科新发展,3.48,3.57,14.7768,0.0231,0.6488,0.4978,6089.9153,0.2411,89.8752,69.4024,61.3258,63.4518,81.8182,76.7983,0.7018,0.7018,10.434,283.785,15.779,84.221,-0.3259,-0.0437,-9.1482,-0.0518,-5.9615,1
600235,民丰特纸,1.14,4.16,20.2491,0.0442,1.0634,1.5264,0.7574,0.3511,21.4246,98.9482,4.1595,2.9842,100.0,4.1595,1.2356,0.7856,23.4019,381.5814,60.1776,39.8224,-0.0278,-0.0046,-0.6674,-0.0115,-1.1592,0
600236,桂冠电力,2.28,20.36,42.4339,0.0496,0.2436,1.7,8.863,0.496,13.3485,39.4525,12.6009,0.5071,25.0,15.5343,0.7214,0.7062,43.3303,335.1096,44.3391,55.6609,0.8077,0.0347,3.5641,0.0624,27.798,0
600251,冠农股份,3.22,4.54,4.3159,0.1033,2.2728,10.1465,0.8464,0.4496,432.3894,113.477,17.9285,31.3821,128.0353,13.3131,1.4287,0.8109,34.323,739.5975,54.659,45.341,0.6362,0.2041,11.4315,0.4501,46.2476,1
600252,中恒集团,2.64,15.62,78.8738,0.0519,0.3323,1.4704,0.3722,0.2051,17.3175,40.0541,35.1947,52.7029,17.1111,5.6354,1.9282,1.7232,120.2483,-2212.9693,71.2308,28.7692,0.0089,0.0008,0.0473,0.0029,0.3419,0
600256,广汇能源,4.54,14.53,31.0822,0.1188,0.818,5.5096,3.3987,0.6977,77.3967,260.7517,6.9503,8.5162,211.2565,8.8863,0.3554,0.3095,17.2183,349.6197,33.002,66.998,0.2777,0.028,1.9489,0.0419,6.8496,0
600257,大湖股份,0.3,1.33,25.7384,0.0074,0.5564,1.4097,0.3633,0.2428,48.5938,108.1232,8.0977,35.7133,-26.7327,-0.813,2.0864,1.1395,64.0659,227.7656,56.455,43.545,-0.1125,-0.0132,-3.1037,-0.0303,-5.393,1
600259,广晟有色,2.31,1.51,4.4441,0.1346,8.8775,9.3202,1.288,0.7509,70.7011,3832.7054,3.0003,9.8699,550.0,2.0694,1.4049,0.5854,26.0426,407.3637,35.8976,64.1024,-0.1814,-0.092,-10.3089,-0.1435,-17.4491,0
600261,阳光照明,4.43,17.89,30.3284,0.1254,0.7008,1.047,0.8437,0.2193,6.3472,114.8989,8.6677,3.7443,116.6667,8.7836,2.6088,2.1295,131.8018,-4198.1602,65.2703,34.7297,-0.2607,-0.0419,-1.4571,-0.1208,-15.1852,1
600262,北方股份,1.4,6.42,19.9023,0.1027,1.599,0.583,0.3906,0.1403,-19.0923,5.6675,4.0851,-8.9998,5.6584,4.0851,1.9268,1.2476,27.3278,460.0987,49.5501,50.4499,-0.4966,-0.0537,-7.7302,-0.1064,-13.3107,0
600267,海正药业,1.79,4.09,39.6803,0.1075,2.6247,1.7911,0.7392,0.4486,22.7502,267.7598,-7.2794,-8.2939,-264.8649,12.9047,0.7006,0.4303,11.5404,355.3424,35.2713,64.7287,0.075,0.0116,1.2257,0.0179,2.5474,0
600273,嘉化能源,4.18,20.41,29.6647,0.2371,1.1616,3.1817,1.7844,0.6497,40.7985,39.0372,12.422,12.564,35.5632,12.4456,1.4357,1.0649,35.9312,-9683.204,81.6581,18.3419,-0.1047,-0.0175,-0.5135,-0.0955,-9.9687,0
600276,恒瑞医药,4.64,21.59,86.8611,0.2806,1.2995,1.2862,0.4767,0.2419,25.367,14.5625,23.617,23.9681,-3.4483,23.2592,8.4602,7.8694,363.7209,-2061.3061,89.8076,10.1924,0.0288,0.0055,0.1332,0.0541,5.7659,0
600278,东方创业,0.93,0.57,3.0637,0.0724,12.5182,5.5814,6.0978,0.7971,189.9922,334.1144,54.8579,89.9396,600.0,56.3323,1.3876,1.1833,41.4334,-130.65,39.6937,60.3063,-0.058,-0.0356,-7.7528,-0.059,-6.2291,0
600279,重庆港,0.04,0.18,7.3477,0.002,1.123,5.2189,1.8822,0.4607,60.6152,0.8451,2.1677,-0.3079,-23.0769,1.6946,1.2895,0.9869,47.6557,150.9885,53.5862,46.4138,0.0466,0.0049,7.3086,0.0105,2.7085,0
600282,南钢股份,3.97,5.78,10.61,0.1591,2.7526,20.5705,2.0235,0.7274,46.9066,65.6083,10.526,7.2729,53.6023,43.141,1.1061,0.7435,27.9737,5166.357,49.1932,50.8068,0.032,0.0106,0.5545,0.021,2.4352,0
600283,钱江水利,1.92,12.61,44.9082,0.1103,0.8743,2.6446,0.2814,0.2195,12.131,168.1698,9.4907,13.6001,266.6667,8.2007,0.8139,0.4511,30.4929,747.566,43.7212,56.2788,0.1951,0.0101,1.1961,0.018,3.358,0
600284,浦东建设,1.83,4.19,5.9374,0.1238,2.9502,2.335,1.4534,0.2439,34.8644,43.3495,3.5452,18.069,43.4028,5.5221,1.3673,1.1314,26.6281,-2553.4233,40.2657,59.7343,-0.2423,-0.0421,-5.7128,-0.0704,-8.4102,1
600285,羚锐制药,3.98,16.38,77.6015,0.17,1.038,3.6632,0.3956,0.287,20.0128,26.7171,6.1108,7.1886,25.9259,6.1733,1.7489,1.4807,84.5673,-3023.5377,64.5114,35.4886,0.3824,0.0598,2.3337,0.1685,17.99,1
600287,江苏舜天,-0.19,-0.44,8.8802,-0.0106,2.3775,4.5749,1.7985,0.257,31.4594,-95.0729,3.3545,0.9312,-107.0542,3.3625,1.5945,1.3631,42.0494,35.8876,50.4446,49.5554,-0.2283,-0.0457,-72.6683,-0.0923,-9.9126,0
600292,远达环保,0.32,1.67,14.8142,0.0211,1.2641,0.6142,2.0554,0.2407,46.1639,1593.4706,0.4947,-4.1518,1900.0,-0.2092,1.2952,1.1733,14.1128,270.5774,57.1913,42.8087,-0.0651,-0.0066,-3.4979,-0.0155,-1.9735,1
600295,鄂尔多斯,4.81,10.21,33.1781,0.4835,4.7344,6.1848,1.4058,0.4137,54.5683,496.1754,11.8347,-6.5721,500.0,13.0386,0.7795,0.6266,38.7505,749.5476,41.4971,58.5029,0.3236,0.0473,2.3864,0.0808,10.5626,1
600298,安琪酵母,6.98,16.64,33.2371,0.5364,3.2233,2.933,0.8506,0.5845,29.5518,40.5649,21.6197,11.9066,45.7267,22.3932,1.4096,0.7489,21.9418,7641.3565,58.3631,41.6369,-0.1673,-0.0391,-0.9895,-0.0939,-13.4925,1
600299,安迪苏,2.63,12.27,37.578,0.1369,1.1161,1.8581,1.0739,0.4495,4.9501,6.4515,-12.3019,-5.2764,27.2727,-1.2211,1.8914,1.3952,71.2768,-1468.6983,74.5969,25.4031,0.1811,0.0263,1.4769,0.1034,15.4588,0
600305,恒顺醋业,3.18,15.24,39.3717,0.0786,0.5157,5.7827,1.0579,0.3775,10.9759,2.4128,5.8857,3.727,-18.8854,6.2915,2.8045,2.1877,39.6868,4106.2175,78.8216,21.1784,0.0675,0.0107,0.4381,0.0506,7.0879,1
