code,name,roe,net_profit_ratio,gross_profit_rate,eps,bips,arturnover,inventory_turnover,currentasset_turnover,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,beat
600308,华泰股份,3.61,8.37,14.2091,0.2801,3.3439,5.2471,2.5226,0.5848,51.0828,117.547,7.3946,11.0083,110.5263,8.0983,1.1075,0.9028,37.9199,2560.2513,57.1767,42.8233,0.0732,0.0178,0.8801,0.0416,4.3061,0
600309,万华化学,12.06,21.14,32.1313,2.1088,9.9729,4.2446,1.9945,0.6662,104.0821,351.5212,27.5943,40.0879,379.5455,25.595,0.6978,0.5333,25.395,2787.925,38.354,61.646,0.0964,0.02,0.4474,0.0324,3.9398,0
600315,上海家化,2.52,8.0,64.7735,0.2496,3.1193,1.9097,0.8373,0.3282,27.0403,41.9183,6.0385,7.6268,38.8889,6.0385,1.9851,1.7159,44.8096,2324.7197,55.8459,44.1541,0.2344,0.0412,2.9296,0.0934,14.6149,1
600318,新力金融,0.16,2.21,82.6876,0.0046,0.2102,4.6224,55.4085,0.0576,-8.5937,-26.5505,-2.2151,-11.5799,-53.0,11.9092,1.0754,1.0752,87.6881,258.5567,49.4155,50.5845,-0.6226,-0.013,-3.2658,-0.0256,-4.0465,1
600323,瀚蓝环境,3.01,11.72,27.8518,0.311,2.6526,1.7793,2.6091,0.5211,46.3432,84.5471,18.9296,18.3818,77.7778,19.8838,0.5112,0.4399,14.1041,372.3173,32.6042,67.3958,0.2306,0.018,1.9834,0.0267,5.7758,0
600325,华发股份,2.58,8.7,26.9441,0.2618,3.0086,51.7183,0.0209,0.0212,-29.4928,-18.8852,41.3567,30.9512,-13.7931,2.0964,1.8278,0.4481,24.1093,2249.0578,19.4941,80.5059,0.8409,0.0157,7.3016,0.0195,3.1631,1
600327,大东方,3.04,5.02,16.3382,0.1219,2.4262,13.2697,0.8808,0.5369,59.2243,118.8211,5.2919,31.5228,139.2157,5.7835,1.4579,0.7402,54.8668,2073.0204,48.866,51.134,0.085,0.0238,1.655,0.0466,6.2049,1
600328,中盐化工,3.77,10.78,21.4882,0.2663,2.4694,10.9426,2.4443,0.7795,30.7036,228.3764,20.7923,-3.1126,253.3156,23.523,0.573,0.4293,14.3651,1064.0855,52.5964,47.4036,0.3069,0.0527,2.6382,0.1112,12.5702,1
600329,中新药业,3.53,11.65,42.1426,0.2752,2.3613,1.1073,0.7267,0.3123,10.3205,24.1811,8.3632,9.2671,26.6968,8.3789,2.4756,1.8986,84.883,-3127.7352,70.0941,29.9059,0.0618,0.0128,0.521,0.0429,4.5864,1
600330,天通股份,2.26,12.3,25.007,0.105,0.8536,0.6236,0.6085,0.2375,66.3541,8.6443,6.4542,6.1045,8.0808,6.5963,1.4655,1.0504,18.2776,804.6074,63.8075,36.1925,0.0829,0.0096,0.6644,0.0264,2.8537,1
600332,白云山,5.86,8.11,22.4709,1.001,12.3299,1.5959,1.7177,0.4103,18.0242,35.3956,9.7156,11.0057,37.5,9.4379,1.6435,1.3714,70.8543,-3044.7528,47.5731,52.4269,0.0839,0.0268,0.9866,0.051,5.492,1
600335,国机汽车,0.19,0.16,5.7703,0.0138,8.3077,2.6278,1.9704,0.4856,85.7141,347.2096,1.2584,-10.386,122.5806,3.5286,1.3072,1.043,25.516,313.3651,33.8504,66.1496,0.0548,0.0216,32.4702,0.0326,3.6059,1
600336,澳柯玛,1.08,1.37,20.1253,0.0315,2.2877,1.4819,0.8606,0.3097,42.2665,98.6602,18.8354,12.3595,5.3333,13.3356,1.2818,0.8929,25.0384,-481.527,31.6461,68.3539,0.1038,0.0227,4.4619,0.0332,3.919,0
600338,西藏珠峰,8.86,43.32,69.4154,0.2231,0.5151,6.3849,1.29,0.781,-10.464,85.0291,-20.3431,-9.9389,85.0746,-18.427,0.3633,0.2939,13.1293,-2749.8271,58.712,41.288,0.375,0.0462,0.8655,0.1118,11.1777,1
600346,恒力石化,8.04,7.72,14.0286,0.584,7.5621,19.7256,2.1369,0.9394,78.8045,90.1379,31.5953,2.0744,90.3226,32.7373,0.6716,0.4178,20.3658,444.3885,25.4374,74.5626,0.1124,0.0297,1.4528,0.0399,6.5619,0
600348,华阳股份,1.99,4.29,14.91,0.1922,4.4797,3.2506,13.3902,0.6211,27.4632,48.2354,3.714,21.5187,18.75,0.4537,0.6481,0.6249,40.689,604.9952,41.5602,58.4398,0.1202,0.0209,2.1065,0.0358,4.3552,1
600351,亚宝药业,2.27,8.16,60.5007,0.084,1.0301,1.5905,0.6644,0.4463,27.1925,61.9047,4.284,-5.4524,62.0424,4.1885,1.6094,1.2179,37.471,1039.9552,69.8672,30.1328,0.1597,0.0307,1.9904,0.1019,11.1417,1
600356,恒丰纸业,1.66,7.59,28.4433,0.127,1.6731,1.2183,0.7802,0.3228,30.6107,133.0899,6.0997,2.4491,160.0,5.924,2.3863,1.7313,54.9177,847.5851,74.0204,25.9796,0.1982,0.0311,2.4547,0.1197,14.586,0
600359,新农开发,4.42,11.96,26.2852,0.0599,0.5011,6.8279,0.4111,0.234,78.6908,85.689,14.5032,-5.2855,114.2857,14.1978,0.7357,0.4444,12.9137,427.2083,30.3694,69.6306,0.1766,0.0203,1.503,0.0292,3.227,0
600360,华微电子,0.35,2.36,21.4776,0.0114,0.4846,1.1832,1.6008,0.154,18.6698,30.2816,0.4368,6.9398,0.0,0.4522,1.6634,1.5429,101.7634,157.1487,50.8798,49.1202,0.098,0.0074,4.1493,0.0151,2.5003,1
600361,华联综超,1.49,1.43,30.3278,0.0526,3.6561,41.4962,1.5612,0.576,-34.3428,-46.5516,-16.9213,13.4745,-50.0,-16.9345,0.8743,0.6237,48.7816,158.9225,20.6541,79.3459,-0.0953,-0.0205,-6.6214,-0.0258,-5.3971,0
600363,联创光电,2.08,5.8,10.7695,0.1347,2.3194,1.0895,1.279,0.3149,34.0977,207.746,13.2298,5.1796,189.6774,11.7175,1.3755,1.0491,29.7411,970.8549,56.4073,43.5927,-0.2631,-0.0466,-3.755,-0.107,-12.2219,0
600370,三房巷,2.68,3.82,5.8065,0.0433,1.1323,2.7112,2.3638,0.5661,1935.7664,912.2417,282.5444,572.1693,246.4,335.7768,1.3508,1.0077,60.4459,3639.6525,51.3312,48.6688,-0.1124,-0.0391,-2.8683,-0.0804,-9.0612,0
600372,中航电子,1.29,7.1,27.1559,0.0723,1.0172,0.2584,0.2863,0.1073,59.53,89.4387,34.4818,4.1227,69.7183,35.8332,1.6964,1.2062,28.1393,502.2189,45.8464,54.1536,-0.0635,-0.0051,-0.8571,-0.0095,-1.1655,1
600373,中文传媒,2.4,14.45,34.8977,0.2761,1.9098,2.5881,1.3,0.1433,2.498,2.7575,8.0796,7.1642,7.6923,7.9543,2.051,1.8977,140.2024,-1270.8306,56.9873,43.0127,-0.1946,-0.0182,-1.3483,-0.0423,-5.2395,0
600376,首开股份,-0.47,-1.36,17.8386,-0.0579,4.2308,19.6691,0.0479,0.0395,185.8135,-63.7255,8.3716,-0.5497,-181.3929,4.7301,1.9449,0.6296,22.6113,170.2459,19.7296,80.2704,0.1875,0.0065,10.4948,0.0081,1.4664,0
600378,昊华科技,2.38,10.64,28.5692,0.1709,1.606,1.0856,1.3713,0.2691,44.2857,61.7507,8.4289,14.5348,63.8318,9.1429,2.6827,2.2786,86.455,-11473.165,65.5644,34.4356,-0.03,-0.0043,-0.2788,-0.0126,-2.1415,0
600379,宝光股份,1.16,3.23,15.5995,0.0202,0.6261,0.9545,1.3092,0.2914,22.1782,83.8542,4.0447,16.9697,83.6364,4.0447,2.1645,1.7404,58.9477,1357.2653,58.1554,41.8446,0.2133,0.0446,6.5984,0.1065,12.664,1
600380,健康元,3.22,8.85,65.0563,0.1875,2.1183,1.6612,0.8022,0.2226,30.0487,31.9636,10.201,19.6808,30.3472,6.6859,2.453,2.2212,155.7525,-2112.504,69.3735,30.6265,0.1193,0.0173,0.6527,0.0565,6.4427,1
600383,金地集团,0.97,7.79,31.8054,0.1251,1.6046,15.8061,0.0254,0.0216,-0.3249,-56.8742,19.2119,20.9678,-55.1724,9.8272,1.4267,0.6024,22.9905,861.6591,22.1931,77.8069,-0.7087,-0.012,-5.2957,-0.0154,-2.1053,0
600388,龙净环保,2.22,7.41,24.932,0.1319,1.7801,0.7175,0.1607,0.101,26.1392,109.5304,9.8222,0.4815,116.6667,8.7405,1.2696,0.6756,15.7863,623.1163,26.1264,73.8736,-0.1289,-0.0099,-1.7053,-0.0134,-1.7045,0
600389,江山股份,5.56,7.52,15.2972,0.3937,5.2324,2.0377,2.6893,0.6492,24.9323,21.9651,-0.988,2.2644,19.5507,-0.5945,1.2751,1.0263,30.5628,-266186.9675,47.8,52.2,-0.05,-0.0172,-0.6402,-0.033,-4.2588,0
600390,五矿资本,2.73,136.21,0.6696,0.2858,0.2098,66.0789,4.1853,0.0114,-37.6464,41.9124,44.7589,18.8948,28.5714,32.6157,1.0192,1.0168,45.3706,2697.9227,37.7603,62.2397,6.1394,0.0384,3.5953,0.0617,6.7886,0
600392,盛和资源,3.81,13.21,22.8579,0.177,1.3398,1.1424,0.6266,0.31,32.2961,1693.2986,58.1587,37.5023,2837.7049,54.8577,1.8325,1.141,37.5663,1827.4877,65.0443,34.9557,-0.1192,-0.0211,-0.8742,-0.0603,-6.4085,0
600395,盘江股份,2.87,12.06,31.3444,0.1252,1.0385,2.749,5.4307,0.3652,25.9559,59.9955,2.6512,23.5463,56.25,-3.1791,0.9167,0.8723,30.8943,735.5648,44.9131,55.0869,0.1838,0.0177,1.4885,0.0322,6.0262,0
600396,金山股份,1.33,1.41,13.9744,0.0194,1.3757,1.8202,6.702,0.742,0.1452,-91.2812,-4.0726,1.658,-84.7059,-3.2298,0.2471,0.2234,8.2139,127.4677,12.2526,87.7474,0.2136,0.0218,27.6564,0.0248,4.1716,0
600398,海澜之家,5.78,15.33,42.906,0.195,1.2719,5.3355,0.427,0.2626,42.7735,186.7007,5.1895,2.7298,185.7143,5.8574,1.8075,1.1995,100.0527,6242.3872,48.6602,51.3398,0.2184,0.0397,1.4596,0.0772,10.0247,0
600399,抚顺特钢,3.32,9.58,16.7075,0.0876,0.9144,3.3141,0.8967,0.3481,25.0837,115.5252,14.2363,10.8275,115.2334,14.2363,3.4707,2.3297,19.9098,1081.5076,54.3634,45.6366,-0.2306,-0.0435,-2.4061,-0.0952,-26.892,1
600400,红豆股份,1.48,8.73,30.2231,0.02,0.229,1.5711,3.7041,0.3732,-12.6497,-23.1513,-11.3742,-19.2465,-33.3333,-11.6936,2.3712,2.2104,125.1016,-5637.2704,83.1695,16.8305,-0.1999,-0.027,-2.2413,-0.1607,-19.8569,0
600406,国电南瑞,0.58,4.08,22.0531,0.0435,1.0647,0.2677,0.4452,0.1063,27.0181,150.9176,12.445,14.2942,100.0,12.5263,1.7911,1.4156,41.5928,-433.5086,57.8301,42.1699,-0.2364,-0.0183,-5.4672,-0.0435,-4.6421,0
600415,小商品城,2.71,48.81,54.9238,0.0687,0.1408,4.771,0.2612,0.0769,2.3546,41.1126,4.5548,-7.7337,40.0,4.9529,0.908,0.7858,50.0913,1417.1891,47.6775,52.3225,-0.3455,-0.0092,-0.7124,-0.0175,-2.4364,0
600419,天润乳业,2.08,7.22,18.9757,0.1244,1.7229,5.2466,1.4371,0.6059,33.1946,93.4082,7.7321,6.1895,71.4286,8.0227,1.1211,0.7589,48.5709,-3997.9589,68.2088,31.7912,-0.022,-0.0039,-0.2808,-0.0124,-1.5501,0
600420,国药现代,2.64,5.61,45.5463,0.2149,3.8256,1.9198,0.6395,0.3728,18.9448,58.5704,7.7079,4.0167,62.9265,8.1478,1.6317,1.1221,55.2875,2655.9205,52.7181,47.2819,0.0267,0.0055,0.3614,0.0116,1.5695,1
600422,昆药集团,4.19,10.28,43.9513,0.257,2.4995,1.2659,0.5994,0.3427,20.9154,110.0323,8.2733,3.7617,112.9246,8.1141,1.9026,1.2701,34.4058,9946.4035,59.1821,40.8179,-0.1404,-0.0328,-1.3491,-0.0803,-9.2138,1
600426,华鲁恒升,9.24,31.49,40.2693,0.9688,3.0758,145.7943,9.8717,1.2361,69.0934,266.8373,17.4776,23.2087,267.0455,16.2502,1.2203,1.1364,40.3995,8043.5737,75.4587,24.5413,0.2134,0.0468,0.6776,0.1906,26.9869,0
600428,中远海特,0.22,1.37,15.4239,0.0101,0.7389,4.098,3.7647,0.5036,-20.1115,471.0306,-1.0701,-0.6422,400.0,-1.1119,0.6786,0.595,16.1544,149.2753,43.9233,56.0767,-0.0064,-0.0005,-0.405,-0.0008,-0.2296,0
600433,冠豪高新,0.98,4.35,19.1513,0.0219,0.5043,1.5429,1.6131,0.4339,37.7097,15.9791,5.3676,-1.2844,17.6471,5.4654,1.6956,1.3394,32.9891,550.572,73.1428,26.8572,0.0307,0.0051,0.7271,0.019,2.2128,0
600436,片仔癀,6.7,28.23,48.2744,0.9369,3.318,3.6314,0.4869,0.2326,16.7616,23.4592,19.0213,18.8423,20.5128,19.3051,4.8344,3.716,315.7363,-5371.0498,80.8198,19.1802,0.3393,0.062,1.15,0.3232,36.8331,1
600438,通威股份,2.71,7.98,20.747,0.1882,2.3586,8.8648,2.5207,0.3855,35.6874,148.7837,45.1584,42.6641,112.1759,40.6136,1.0567,0.9169,22.2297,850.0724,45.0568,54.9432,0.1587,0.0231,1.8873,0.042,6.0376,1
600439,瑞贝卡,0.63,5.79,30.9924,0.0157,0.2717,1.2266,0.0679,0.0776,17.0898,21.6748,-2.5711,-0.3713,21.7054,-2.5417,1.8732,0.4295,24.1344,232.1239,55.6429,44.3571,0.0247,0.0015,0.4318,0.0034,0.351,1
600444,国机通用,1.23,5.26,13.5612,0.0522,0.9924,0.8497,0.6121,0.1422,2.8844,42.4099,4.4471,17.1582,40.5405,4.4471,2.1026,1.7015,97.1147,-226.4538,56.4743,43.5257,-0.3555,-0.0471,-6.7475,-0.1082,-11.0841,1
600448,华纺股份,0.32,0.57,9.9714,0.0074,1.3079,2.6853,0.8436,0.4015,19.3875,-41.4181,-4.3374,4.4553,-50.0,-4.4441,0.9593,0.5262,30.6985,160.8294,39.3297,60.6703,0.0021,0.0005,0.3494,0.0008,0.0848,0
600452,涪陵电力,7.4,20.1,25.295,0.3504,1.7429,1.7474,264.1416,0.7048,26.0353,45.114,5.2949,18.4184,2.9412,5.2949,0.3806,0.3792,13.8851,1602.7927,36.1956,63.8044,0.2101,0.028,1.0448,0.0439,5.7001,0
600455,博通股份,0.86,2.83,43.9452,0.0248,0.878,15.7312,10.3058,0.1735,10.6621,-68.7718,15.4491,3.3696,-71.0801,16.2439,0.6016,0.5955,57.425,282.548,34.6327,65.3673,-0.6928,-0.0503,-15.8479,-0.077,-7.7311,0
600458,时代新材,1.58,2.02,16.0929,0.0954,4.7164,1.3644,1.0878,0.3512,63.4305,2008.2581,10.0657,11.4344,900.0,7.7493,1.2495,0.9153,24.6701,686.8981,30.9925,69.0075,-0.0651,-0.0153,-3.0623,-0.0221,-2.8201,1
600459,贵研铂业,4.73,1.96,5.0931,0.3891,19.8498,5.2551,1.8245,0.9313,71.5035,26.9092,7.6363,36.6505,25.8065,7.2627,1.6875,0.862,27.9726,422.6161,32.7341,67.2659,-0.1143,-0.0847,-5.5451,-0.126,-16.1198,1
600461,洪城环境,3.83,10.45,21.4197,0.2287,2.1872,3.5358,4.016,0.3544,55.3353,38.5705,15.4076,39.5044,35.2941,15.1912,0.9124,0.8255,52.833,1067.8812,36.3283,63.6717,0.0635,0.0076,0.5415,0.012,2.0273,1
600466,蓝光发展,3.11,8.18,27.9182,0.1849,2.2583,2.4625,0.0285,0.0282,29.0408,11.9136,15.2549,25.7235,16.4835,-9.2564,1.441,0.4094,15.6368,426.9501,17.6475,82.3525,0.239,0.0061,2.8152,0.0075,0.9541,0
600467,好当家,0.3,4.54,20.3012,0.0068,0.1517,6.8535,0.1466,0.1065,1.5799,-18.949,1.0759,6.3418,0.0,1.1489,0.7565,0.306,26.917,131.7044,50.3578,49.6422,0.1895,0.0064,5.3581,0.0129,1.4988,1
600468,百利电气,1.46,5.25,23.166,0.0239,0.4557,0.5691,0.6881,0.2187,25.0648,42.0024,7.6615,6.6038,46.1538,8.1178,1.5323,1.1637,33.3434,1786.8268,56.4702,43.5298,-0.1093,-0.0156,-1.7465,-0.0358,-3.6833,0
600469,风神股份,0.93,1.76,13.7635,0.0373,2.1142,1.6901,1.3496,0.3915,45.0352,33.8365,37.4524,6.038,0.0,37.4524,0.9281,0.7066,26.216,691.7067,37.4854,62.5146,0.0507,0.0101,2.8719,0.0161,1.7828,0
600475,华光环能,2.73,11.92,15.3059,0.3626,3.0419,1.1305,1.6928,0.2182,75.0293,22.0629,22.5277,24.6444,28.1937,24.0226,1.0372,0.9319,35.6947,3138.0055,48.1763,51.8237,-0.0051,-0.0005,-0.0405,-0.001,-0.1133,0
600477,杭萧钢构,2.15,4.78,15.7888,0.0414,0.8665,1.7746,2.1737,0.305,108.4175,-55.3051,18.7095,3.7746,-59.0,18.4362,1.3365,1.1656,11.7869,863.516,47.7462,52.2538,-0.1288,-0.0264,-2.4727,-0.0506,-5.2393,0
600479,千金药业,1.64,4.15,46.9869,0.0906,2.1798,2.9538,0.9095,0.2861,13.6083,0.9685,4.9663,8.0724,0.5549,4.011,2.3999,1.9734,56.3679,-1842.488,65.7478,34.2522,0.0603,0.0129,1.2028,0.0376,4.1403,1
600483,福能股份,3.38,19.39,28.1626,0.3082,1.5895,1.0387,5.4508,0.4561,74.1564,682.0333,33.3381,34.9027,334.7826,27.2767,1.1516,1.0992,54.2111,807.4198,52.8307,47.1693,0.3225,0.0246,1.4051,0.0522,15.8385,0
600486,扬农化工,6.98,11.98,23.4838,1.4339,11.964,2.0713,1.8682,0.5356,17.4273,-0.3046,15.2797,10.7623,-0.4167,15.2601,1.6523,1.3414,50.2938,-3442.8007,52.8053,47.1947,0.1256,0.0387,1.0461,0.0819,10.3058,0
600487,亨通光电,1.29,3.78,15.9989,0.1118,2.9522,0.6905,1.1742,0.204,17.2938,29.4607,38.5634,19.3408,-8.8091,45.8116,1.5334,1.3127,55.7485,259.5907,46.3914,53.6086,-0.1321,-0.018,-3.7734,-0.0337,-3.9737,0
600488,天药股份,0.84,3.0,55.0307,0.023,0.7691,2.0287,0.3363,0.433,15.6333,-2.9728,5.295,18.6999,-34.2857,2.244,1.1195,0.4784,13.7856,686.0333,60.304,39.696,0.1028,0.0137,1.695,0.0345,4.8126,0
600489,中金黄金,1.94,4.29,13.8772,0.0994,2.3139,32.4347,0.7052,0.5272,53.2762,173.5275,24.1976,11.8636,150.0,60.9164,1.3323,0.4555,31.9745,1120.0114,52.813,47.187,-0.1411,-0.0309,-2.6362,-0.0655,-8.9863,1
600491,龙元建设,1.62,3.72,9.1682,0.1231,3.3094,1.5375,12.3713,0.1772,7.2537,0.4055,6.0633,4.0819,0.0,7.3059,0.917,0.9157,14.9531,558.8641,20.5735,79.4265,-0.0331,-0.0027,-0.9282,-0.0034,-0.5608,0
600493,凤竹纺织,0.63,2.12,12.8647,0.0179,0.8453,1.3538,0.7573,0.2403,19.0691,212.9049,3.5327,17.6855,214.0351,3.5327,1.2523,0.845,37.5001,357.0251,38.9748,61.0252,-0.182,-0.0211,-8.5756,-0.0346,-5.3584,1
600496,精工钢构,1.9,4.8,15.1705,0.0658,1.3704,1.4408,1.8987,0.2258,17.2851,5.0031,29.3675,9.6605,-6.2678,29.5206,1.4534,1.287,29.1098,622.0601,45.0851,54.9149,-0.2008,-0.0358,-4.191,-0.0652,-6.6909,0
600497,驰宏锌锗,2.47,7.03,14.8036,0.0726,1.0327,133.4402,2.6961,1.8054,54.6421,109.8958,-2.5244,-7.0349,109.2219,-0.405,0.5221,0.233,12.7198,669.6797,58.7883,41.2117,0.1005,0.0179,1.4379,0.0434,8.7446,0
600499,科达制造,3.09,9.02,24.725,0.1009,1.1186,1.7429,0.6303,0.2953,65.9094,331.6707,31.9786,9.5403,410.0,31.9995,1.246,0.8003,36.3087,2581.8729,50.3769,49.6231,0.0085,0.0013,0.0636,0.0026,0.3113,1
600500,中化国际,2.33,1.78,13.8129,0.1119,6.2853,3.3003,1.9711,0.5563,44.8527,82.056,12.6783,21.6059,2687.8049,2.5375,1.1814,0.9126,37.8053,11612.5067,40.6424,59.3576,-0.1466,-0.0359,-2.7043,-0.0605,-7.9196,1
600502,安徽建工,2.76,2.06,9.2255,0.1691,8.1994,0.7317,0.7922,0.1917,112.6738,354.9404,26.0572,20.5784,325.0,24.024,1.1813,0.933,22.6584,236.8128,16.6666,83.3334,-0.2078,-0.0265,-8.1041,-0.0318,-4.6219,0
600503,华丽家族,2.84,24.64,51.5869,0.0692,0.2809,86.5047,0.117,0.1772,-5.7384,-0.9618,-4.8334,-12.8124,-2.3977,-4.1437,2.1273,0.5465,23.4495,2181.5764,72.7461,27.2539,-0.4395,-0.037,-1.8153,-0.1359,-17.787,0
600507,方大特钢,5.73,13.67,21.4121,0.2564,1.8746,8.9401,2.2134,0.3924,26.9479,106.7071,38.5351,5.0322,36.8421,39.7287,2.0932,1.8054,129.866,-1244.2135,64.8888,35.1112,-0.0318,-0.0083,-0.2315,-0.0237,-2.4104,0
600508,上海能源,1.82,9.56,24.9883,0.2656,2.7764,4.3689,4.2629,0.9236,14.7722,-7.5767,3.2633,-0.978,-15.625,3.7618,0.5634,0.4657,17.7589,1503.7556,62.3093,37.6907,0.0756,0.009,0.757,0.0238,3.8735,0
600509,天富能源,1.5,5.94,22.4829,0.0791,1.3315,3.1839,3.7606,0.3304,22.8903,87.7726,-0.8037,6.9221,138.9728,-1.4049,0.768,0.7236,32.9002,194.14,30.3614,69.6386,0.147,0.0102,2.1269,0.0146,3.7376,0
600511,国药股份,2.53,2.87,6.5671,0.3947,13.7134,1.1967,2.9604,0.4711,26.0304,30.8951,7.2294,4.0516,28.3577,8.8897,2.0206,1.6981,48.3439,-4201.0046,53.9831,46.0169,-0.1162,-0.0487,-3.6654,-0.1059,-11.1335,1
600513,联环药业,2.31,7.65,52.1294,0.0882,1.1528,0.8746,0.8015,0.3227,13.6219,37.0959,9.4419,9.2694,28.5714,8.7447,1.2046,0.9605,21.2851,1372.6807,58.1672,41.8328,0.0181,0.0029,0.1883,0.0069,0.7282,1
600516,方大炭素,0.85,14.38,29.9749,0.0351,0.2444,1.8545,0.4658,0.0705,13.2835,115.177,4.7663,3.2743,23.0769,4.0559,7.3865,6.5702,222.4731,-440.9727,86.1258,13.8742,0.0528,0.0025,0.349,0.0183,2.7403,1
600517,国网英大,1.31,40.15,14.8257,0.0401,0.1001,0.1332,0.5446,0.0205,87.3448,2.1652,19.3694,21.2528,-55.5556,23.2833,1.402,1.3539,28.5328,5693.1308,47.9606,52.0394,1.1713,0.0158,2.0356,0.0304,3.2981,0
600517,国网英大,1.31,40.15,14.8257,0.0401,0.1001,0.1332,0.5446,0.0205,87.3448,2.1652,19.3694,21.2528,-55.5556,23.2833,1.402,1.3539,28.5328,5693.1308,47.9606,52.0394,1.1713,0.0158,2.0356,0.0304,3.2981,0
600521,华海药业,3.77,17.04,62.9324,0.1753,1.029,0.9016,0.2282,0.237,-4.6927,11.7969,16.025,22.5254,5.8824,15.9189,2.3757,1.4061,66.2247,1275.7836,53.9072,46.0928,0.0432,0.005,0.249,0.0108,2.5143,0
600522,中天科技,2.05,4.47,12.7054,0.1606,3.588,1.1946,1.3687,0.3331,23.7148,56.9811,15.2276,10.8044,38.5399,12.5236,2.0663,1.5802,53.3883,700.9453,54.9467,45.0533,-0.1448,-0.0352,-2.9524,-0.0782,-10.1832,0
600523,贵航股份,1.25,5.86,24.2865,0.0821,1.4017,0.9801,1.1422,0.2984,34.3295,43580.0474,3.9535,4.1401,4110.5263,4.3021,5.5768,4.4915,160.4764,-1318.3051,88.6954,11.3046,-0.1244,-0.0223,-2.0072,-0.1969,-21.1983,0
600526,菲达环保,0.28,1.13,14.7175,0.0107,0.9535,1.1806,0.3241,0.1008,-5.6117,-48.9078,2.3265,-1.8809,-50.0,1.5078,1.097,0.7853,10.9451,137.5331,31.3225,68.6775,-0.411,-0.0316,-46.8416,-0.0459,-4.7658,0
600527,江南高纤,0.52,6.65,16.4716,0.0075,0.1134,25.7599,0.6656,0.1266,2.0906,64.9375,3.921,4.9518,38.1818,3.921,12.2495,10.4188,184.9429,-2303.0435,93.3114,6.6886,0.0032,0.0002,0.0476,0.0035,0.4868,0
600528,中铁工业,2.25,7.08,17.5603,0.2213,3.1232,0.8601,0.4206,0.2103,47.554,44.2177,16.3957,16.4273,40.0,15.1873,1.5132,0.86,28.6955,-2735.7265,49.3146,50.6854,-0.1633,-0.025,-2.3376,-0.0493,-5.1163,0
600529,山东药玻,3.53,16.86,27.5543,0.2625,1.5565,1.3134,0.8926,0.3046,21.7135,14.9004,10.2668,7.7577,13.0435,10.2668,2.5196,1.8726,37.0504,-7774.5006,78.2582,21.7418,-0.0663,-0.0109,-0.3928,-0.05,-5.2643,0
600530,交大昂立,1.91,17.55,43.8169,0.0209,0.119,1.0464,1.3369,0.3744,10.6658,2.2834,12.3178,3.1707,-8.6957,12.9186,1.3519,1.1404,37.6181,551.8807,65.0729,34.9271,0.0291,0.002,0.143,0.0056,1.6266,1
600532,未来股份,0.17,0.62,3.9457,0.0064,1.0407,8.2557,24.4001,0.2934,-56.6842,-40.7581,0.9138,-7.69,0.0,0.9163,4.0047,3.9576,357.6297,162.9523,74.9773,25.0227,0.9583,0.2045,155.8199,0.8173,114.484,1
600533,栖霞建设,5.98,13.34,36.2202,0.2541,1.9046,76.9212,0.0823,0.1048,134.485,83.1069,10.9745,10.2833,84.6657,11.1988,1.5116,0.3155,23.1253,844.488,20.3686,79.6314,0.5272,0.0472,3.9746,0.0593,8.3256,1
600535,天士力,2.62,18.3,64.8565,0.2135,1.1662,1.0144,0.4446,0.195,-55.3712,10.4258,4.267,-32.5977,9.9233,7.5068,3.2245,2.7018,72.6178,1837.686,77.0055,22.9945,0.2294,0.0246,1.2534,0.1071,14.7382,1
600538,国发股份,0.5,4.51,26.4062,0.0082,0.1837,0.487,1.1174,0.1904,59.686,264.7136,31.5228,39.009,263.6364,30.4758,2.6287,2.2681,77.1527,-339.2503,82.2879,17.7121,-0.306,-0.0278,-7.6518,-0.1571,-15.8489,0
600539,狮头股份,0.95,4.7,27.8951,0.0176,0.3752,3.1772,0.556,0.1706,847.5724,107.1436,23.5576,37.3181,20.0,2.924,5.9725,4.713,372.6302,-218.4094,85.4309,14.5691,0.0247,0.0035,0.2935,0.0238,2.5221,0
600540,新赛股份,0.83,1.03,3.4491,0.0121,1.168,23.979,1.4241,0.7451,152.149,272.5484,3.2587,3.8133,218.4211,1.6698,0.806,0.6139,34.5262,149.3099,47.2592,52.7408,0.7115,0.2779,75.451,0.5269,56.0999,0
600540,新赛股份,0.83,1.03,3.4491,0.0121,1.168,23.979,1.4241,0.7451,152.149,272.5484,3.2587,3.8133,218.4211,1.6698,0.806,0.6139,34.5262,149.3099,47.2592,52.7408,0.7115,0.2779,75.451,0.5269,56.0999,0
600546,山煤国际,3.38,3.4,20.0202,0.1608,4.725,4.5334,5.1571,0.8253,23.7773,41.6725,3.0985,-0.7547,60.0,7.8911,0.6613,0.5746,33.5892,453.6309,26.7336,73.2664,0.0396,0.0089,0.8049,0.0121,2.0059,1
600549,厦门钨业,3.88,4.89,17.9161,0.2171,4.4394,2.0503,0.8694,0.4921,78.1146,191.1497,4.8097,17.9976,327.7344,6.3713,0.9862,0.5231,11.5743,532.0755,37.0698,62.9302,-0.0227,-0.0051,-0.3142,-0.0081,-0.9981,1
