code,name,roe,net_profit_ratio,gross_profit_rate,eps,bips,arturnover,inventory_turnover,currentasset_turnover,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,beat
600060,海信视像,2.47,1.85,16.0462,0.2968,16.0169,6.347,3.1615,0.7983,31.8045,25.11,5.543,7.7539,6.4286,5.2925,2.0636,1.548,21.3641,2197.9623,55.4461,44.5539,-0.0753,-0.05,-2.6601,-0.1121,-12.353,0
600061,国投资本,5.7,445.27,1.6929,0.4187,0.094,1.3001,5.897,0.0032,162.1901,17.0029,15.7894,22.781,-24.0741,16.1797,1.2818,1.2814,40.4771,1862.1697,20.9549,79.0451,17.9489,0.0435,3.5987,0.055,7.1131,1
600062,华润双鹤,6.21,12.84,58.1373,0.5699,4.438,3.4845,1.3573,0.6496,11.6436,11.095,13.6428,13.1958,7.284,8.2698,2.6365,2.0825,97.3633,-4975.2626,75.4279,24.5721,0.1452,0.05,1.0798,0.2036,23.7761,0
600063,皖维高新,8.19,12.78,24.1786,0.249,1.9488,12.8009,4.4554,0.8465,39.3757,126.7768,14.0261,14.0256,126.3636,13.6584,1.003,0.8511,47.4835,1182.4358,50.278,49.722,0.2075,0.0665,1.6236,0.1337,15.8285,1
600064,南京高科,10.17,39.6,20.7114,1.1593,2.9273,6.9037,0.2543,0.2007,70.1379,-1.5402,10.7996,6.6365,0.6076,11.1484,1.123,0.4316,6.8381,1820.0884,46.3406,53.6594,-0.1372,-0.0153,-0.3347,-0.0286,-3.197,0
600066,宇通客车,1.0,1.47,15.3944,0.064,4.3333,1.2095,1.6031,0.4279,28.8338,113.6125,-5.8853,8.8555,66.6667,-5.7714,1.4242,1.0923,30.2699,-175.1156,43.6144,56.3856,0.2218,0.065,14.9836,0.1152,13.5356,0
600073,上海梅林,6.92,2.4,11.6352,0.3289,13.6836,7.6689,3.7224,1.4411,-1.0418,-40.8821,4.8924,-0.1437,-11.3208,5.0805,1.4876,0.9819,52.8658,-1097.0658,49.3844,50.6156,-0.0084,-0.0073,-0.2886,-0.0145,-1.8169,0
600075,新疆天业,11.53,18.55,38.3495,0.6408,3.4543,23.0788,3.8651,1.2552,39.262,632.7735,36.9934,12.8457,590.0,38.5773,1.1017,0.8959,37.4475,1077.7413,56.3798,43.6202,0.2091,0.0701,1.1269,0.1607,26.1799,1
600077,宋都股份,2.29,3.7,20.2718,0.0826,2.2297,45.4172,0.0796,0.0724,22.9221,-21.8172,1.1278,15.7402,-10.0,0.8592,1.2213,0.3422,23.8214,195.4953,12.1665,87.8335,-0.0269,-0.0017,-0.9117,-0.0019,-0.2247,0
600079,人福医药,5.31,6.85,44.7177,0.4056,5.9207,1.504,2.0043,0.5677,0.1398,33.3815,4.8802,-9.9816,44.8276,26.3965,1.3077,1.1002,31.6274,465.6533,44.8456,55.1544,0.0382,0.0113,0.4228,0.0205,2.8283,0
600080,金花股份,0.98,6.96,73.8411,0.0451,0.649,1.7654,1.7009,0.2724,-6.8682,24.8274,-0.7816,-3.7273,17.0984,-0.7912,5.0415,4.8342,128.7601,-745.5022,90.7459,9.2541,-0.1144,-0.0148,-1.6438,-0.1595,-16.4226,1
600081,东风科技,5.66,2.32,14.2936,0.2677,11.5149,2.1218,9.9133,0.6868,23.9415,140.2393,7.5923,18.6627,128.3035,6.8245,1.0863,1.0118,29.9044,4559.8946,28.7102,71.2898,0.0137,0.0064,0.3169,0.009,0.9865,0
600085,同仁堂,6.19,8.48,47.9676,0.455,5.3659,6.0264,0.6443,0.4216,22.5813,33.7118,6.7177,14.3599,30.0,7.3643,2.5481,1.7405,142.5625,6989.8236,63.2326,36.7674,0.2559,0.0751,1.902,0.2042,26.1086,0
600089,特变电工,8.05,13.81,24.8652,0.8363,6.0555,1.7781,2.78,0.4423,25.1894,262.2404,9.6878,4.6285,237.6262,9.1624,1.4076,1.2358,51.209,1308.384,43.5356,56.4644,0.2109,0.043,1.2422,0.0762,13.2774,1
600094,大名城,1.79,5.67,16.6851,0.0963,1.6978,16.7886,0.1276,0.1327,-45.1972,-32.8963,-2.7754,-9.4192,-21.0483,3.1176,2.0703,0.3225,25.4876,303.8636,37.4998,62.5002,0.2248,0.0256,3.8803,0.041,6.2861,0
600095,湘财股份,1.95,13.99,0.9737,0.0771,0.5515,18.9455,69.164,0.0495,403.4255,-1.6095,11.359,11.9578,-5.9683,11.838,1.258,1.257,46.9008,512.1533,29.7308,70.2692,1.0958,0.0454,7.797,0.0646,6.6412,0
600096,云天化,19.73,5.08,15.1033,0.8555,16.8337,14.5642,4.0729,1.3092,20.5613,4814.6015,56.2364,3.3756,-5802.6667,78.8529,0.6487,0.4628,27.2819,420.4356,18.9558,81.0442,0.0809,0.0469,1.3482,0.0578,6.7652,1
600097,开创国际,7.62,15.33,36.7443,0.6221,4.0576,7.1543,1.3553,0.6823,-3.0341,916.6985,10.3104,16.0294,1140.0,10.3436,2.5605,1.7281,135.3062,8458.1561,65.5443,34.4557,0.1797,0.0575,1.1399,0.1668,31.4058,1
600098,广州发展,3.64,3.71,7.4079,0.2434,6.5477,8.2387,6.3894,1.5753,27.3352,12.7728,2.9314,22.7945,24.1534,5.037,1.0897,0.8643,28.0712,301.0654,41.3947,58.6053,0.0409,0.0141,1.0877,0.0241,6.0706,1
600101,明星电力,2.5,7.49,11.9889,0.1465,1.9551,29.3422,16.2537,0.8546,7.5013,39.9098,3.9537,6.1098,41.001,3.7261,1.256,1.1887,102.2001,-1050.6272,69.6745,30.3255,0.1309,0.0304,1.7717,0.1002,13.4566,1
600104,上汽集团,4.82,3.73,11.4391,1.1395,30.5229,8.3192,5.4011,0.6483,29.9043,73.3169,12.4593,6.022,60.1671,11.7466,1.2079,1.1003,46.6825,6540.4194,37.2671,62.7329,0.0044,0.0018,0.0832,0.0029,0.3585,0
600106,重庆路桥,2.99,173.68,85.4029,0.1076,0.062,4956.207,0.0341,0.0361,-29.2309,15.6821,29.0297,22.1149,22.2222,29.0297,2.3968,2.0175,178.112,1083.5759,63.5907,36.4093,1.167,0.0128,0.6719,0.0352,10.3154,1
600108,亚盛集团,1.0,3.38,20.1676,0.0207,0.6118,0.8666,1.0183,0.3089,9.2659,303.0511,-17.4598,-4.5015,263.1579,-16.9719,1.897,1.4357,37.5315,157.0814,49.3446,50.6554,0.0019,0.0003,0.058,0.0006,0.1143,1
600111,北方稀土,16.71,13.82,24.3268,0.5603,4.0517,3.9361,1.1327,0.7283,53.1679,602.1097,20.0942,21.4435,520.1542,23.0859,2.673,1.3634,44.3499,1545.598,53.1678,46.8322,0.0613,0.0303,0.4043,0.0646,10.9946,1
600113,浙江东日,4.2,21.7,40.8035,0.1556,0.7171,9.013,0.6939,0.4513,42.103,-1.3956,2.4623,14.2067,0.0,1.3699,1.5688,1.0067,79.4095,-15415.0612,70.6307,29.3693,0.596,0.0787,2.7688,0.268,36.3559,0
600114,东睦股份,2.31,3.49,24.1049,0.0984,2.8138,1.8562,2.0102,0.7953,27.2949,-7.9196,-0.2454,4.6845,11.1111,0.711,1.0842,0.705,15.1439,243.9468,51.3466,48.6534,0.0787,0.0234,2.1141,0.0481,7.1731,1
600116,三峡水利,4.12,9.45,16.6538,0.2258,2.3886,5.6226,14.0457,1.1549,330.7346,115.6732,6.2666,5.3513,27.7778,6.5955,0.6474,0.6052,25.4307,494.3415,52.3591,47.6409,0.0316,0.0071,0.3278,0.0148,2.1982,1
600117,西宁特钢,-7.11,-1.65,11.2745,-0.0924,5.5996,7.2271,1.9895,0.8831,38.44,-57.6049,-0.2811,-7.1806,-550.0,-2.6515,0.4978,0.2819,11.3113,119.9029,24.5716,75.4284,0.0916,0.027,25.3033,0.0358,4.1588,1
600118,中国卫星,2.53,5.02,12.9219,0.13,2.5868,1.3501,1.1261,0.3124,11.9361,5.5352,3.8965,11.2474,0.0,4.2016,1.9506,1.4786,44.2562,-6925.7611,56.1632,43.8368,0.1323,0.0287,2.1946,0.0655,7.2644,0
600120,浙江东方,2.38,3.65,4.2799,0.1142,3.1281,32.9758,9.0333,0.7226,48.3367,-10.3788,7.3329,11.3901,-27.6316,8.6644,1.4125,1.3118,47.7846,928.4563,51.4061,48.5939,-0.0155,-0.005,-0.3885,-0.0102,-1.5241,1
600123,兰花科创,6.07,13.2,41.1699,0.6083,4.6073,43.6792,5.039,0.9339,79.151,668.5567,7.709,10.0835,374.493,8.8091,0.5689,0.5079,21.4644,460.5941,40.6049,59.3951,0.1222,0.0224,0.9797,0.0377,5.3407,1
600125,铁龙物流,3.29,2.29,4.6523,0.1592,6.9493,20.8123,3.5943,1.9274,3.2431,-18.738,3.5871,3.9064,-20.1005,3.599,2.6478,1.4681,69.7554,1786.1877,64.6944,35.3056,0.0147,0.0137,0.6372,0.0387,7.377,1
600126,杭钢股份,4.95,3.87,6.5969,0.2918,7.5388,85.8025,7.5688,1.5486,92.1558,143.5812,1.6047,4.6305,141.6667,2.7547,1.7639,1.3688,98.6504,-912.7942,66.3751,33.6249,0.0529,0.0449,1.3647,0.1336,13.5554,1
600126,杭钢股份,4.95,3.87,6.5969,0.2918,7.5388,85.8025,7.5688,1.5486,92.1558,143.5812,1.6047,4.6305,141.6667,2.7547,1.7639,1.3688,98.6504,-912.7942,66.3751,33.6249,0.0529,0.0449,1.3647,0.1336,13.5554,1
600127,金健米业,1.62,0.37,4.2863,0.0189,5.1204,27.8262,3.3331,2.022,26.7555,-21.1507,2.9185,-1.6096,-20.1681,2.446,1.0992,0.4553,15.0693,231.8559,35.4562,64.5438,0.0115,0.0163,3.0787,0.0252,2.6489,0
600128,弘业股份,0.67,0.59,5.8643,0.052,8.8274,4.1904,11.9449,0.9698,42.9108,-56.539,15.5761,17.4529,-43.7972,11.5445,1.2811,1.1654,27.5125,272.228,54.0832,45.9168,-0.1013,-0.0497,-21.1845,-0.1082,-13.1584,0
600129,太极集团,2.31,1.19,41.712,0.138,11.57,3.2246,1.4909,0.8392,11.9734,691.9304,2.8377,-4.2342,600.0,3.9932,0.8585,0.5571,14.1001,201.1898,23.876,76.124,0.0035,0.0017,0.3185,0.0022,0.2783,0
600130,波导股份,3.08,7.17,12.3877,0.0389,0.5424,2.0339,4.7625,0.4286,227.5413,31.2128,7.2745,16.0614,-2.5,4.0058,4.0264,3.6658,103.0243,2289.0782,80.181,19.819,0.0706,0.0236,0.8267,0.1193,12.2458,1
600131,国网信通,4.47,7.53,19.1374,0.1816,2.4095,0.4959,7.0344,0.3158,6.7871,29.5729,11.6531,1.7322,20.0,11.6546,1.525,1.4465,22.821,-18184.4037,44.5433,55.4567,-0.3315,-0.0875,-4.3969,-0.1579,-16.2427,1
600132,重庆啤酒,51.52,8.71,52.1275,1.2856,14.7503,52.9798,2.4214,1.6897,307.6478,333.426,150.3055,215.2871,152.9412,22.4936,0.6269,0.4435,27.5802,-52873.7522,25.7828,74.2172,0.3687,0.2396,2.0302,0.3228,34.4363,0
600133,东湖高新,3.64,3.67,13.3165,0.2664,7.2419,1.2528,1.3988,0.3138,18.5832,24.8643,26.0128,6.9836,8.3367,20.18,1.5447,1.2804,32.1218,305.7461,27.4566,72.5434,-0.0943,-0.0198,-1.9929,-0.0273,-4.5671,0
600135,乐凯胶片,1.63,3.67,15.5528,0.0768,2.0932,2.7385,2.4348,0.4967,33.3282,46.9684,2.3326,6.9046,56.746,2.2157,4.1586,3.4408,77.4351,-1846.6256,80.1892,19.8108,-0.1629,-0.0577,-4.3148,-0.2911,-32.9743,1
600137,浪莎股份,1.69,6.12,16.0667,0.0893,1.4596,2.868,1.3677,0.2712,29.3895,-4.0626,1.9091,-3.0851,-4.3011,1.9091,4.0849,3.3195,106.9132,-582.3471,80.9394,19.0606,-0.2854,-0.0639,-4.6603,-0.3352,-33.6359,0
600141,兴发集团,10.88,11.57,24.7478,1.0196,8.8056,8.6159,5.1015,1.5296,5.4786,766.0498,23.1627,-0.2611,655.5967,26.3709,0.5681,0.4423,17.3525,639.4002,40.1237,59.8763,0.158,0.0521,1.2723,0.0871,13.9442,1
600143,金发科技,10.64,8.19,19.8648,0.6143,7.4943,4.3515,3.6037,1.2302,13.9246,-34.6034,12.4797,21.9696,-34.436,17.0302,1.5841,1.1494,43.0895,660.0037,41.3898,58.6102,0.0152,0.008,0.1842,0.0137,2.7762,0
600148,长春一东,5.4,3.78,26.4152,0.1945,5.1366,2.4926,1.9717,0.5966,28.4325,-10.2291,15.2144,15.8596,-9.4041,12.4755,1.6706,1.3218,23.0181,-2757.8765,42.2348,57.7652,-0.0712,-0.0333,-1.2707,-0.0577,-6.5369,0
600152,维科技术,0.46,0.71,14.0098,0.016,2.249,1.6086,1.553,0.4662,47.4879,-84.0906,4.6307,41.5842,-80.5419,2.4866,1.082,0.7593,26.3313,119.0151,39.6071,60.3929,0.0104,0.0027,1.7797,0.0044,0.4865,0
600153,建发股份,6.05,0.87,3.2973,0.8932,101.5563,38.6472,1.0025,0.6552,84.5906,5.7727,60.922,62.6598,10.0,32.1123,1.4407,0.5351,18.8598,655.6234,18.3469,81.6531,-0.1778,-0.089,-15.4053,-0.109,-13.8123,1
600155,华创阳安,2.68,353.55,91.1064,0.234,0.0661,0.6738,2.2557,0.0027,-39.718,51.1119,1.7034,11.2397,50.0,1.6275,1.8335,1.8334,40.6877,863.891,28.6109,71.3891,2.0375,0.0044,0.5733,0.0062,0.9676,0
600156,华升股份,1.07,1.58,2.7433,0.0194,1.226,4.9428,3.6311,0.5956,6.4174,-73.7682,0.855,0.1216,-64.4037,2.6918,2.1997,1.8743,42.7688,447.6342,55.4099,44.5901,-0.0456,-0.0174,-4.7387,-0.039,-5.9824,1
600157,永泰能源,1.07,3.96,22.857,0.0204,0.5162,4.1569,16.7793,1.2734,13.7346,231.8283,60.1579,-2.8996,148.7805,77.5526,0.3998,0.3759,5.2436,170.2009,44.2624,55.7376,0.192,0.0212,4.8434,0.0381,9.6835,1
600157,永泰能源,1.07,3.96,22.857,0.0204,0.5162,4.1569,16.7793,1.2734,13.7346,231.8283,60.1579,-2.8996,148.7805,77.5526,0.3998,0.3759,5.2436,170.2009,44.2624,55.7376,0.192,0.0212,4.8434,0.0381,9.6835,1
600159,大龙地产,3.23,16.76,42.0156,0.0955,0.5699,1.9586,0.1012,0.1181,110.8809,571.67,5.4525,7.3314,533.9748,5.6199,2.1462,0.7195,48.405,-3251.4399,57.2587,42.7413,0.3648,0.0396,2.1741,0.0926,9.2601,1
600160,巨化股份,0.84,1.27,11.7231,0.0385,3.0315,12.2786,5.2492,1.4299,17.8841,655.8352,-0.6828,0.6793,550.0,-0.8276,2.0182,1.4271,47.0672,993.9684,78.7837,21.2163,0.0593,0.0302,4.1709,0.1421,16.962,1
600161,天坛生物,4.41,18.59,47.9494,0.2453,1.3191,106.3794,0.4283,0.2871,16.5003,16.8285,73.6091,55.336,-3.7037,80.6689,7.8007,5.6155,475.9886,-2539.8988,86.0643,13.9357,0.3472,0.0557,1.2862,0.3998,61.6055,0
600163,中闽能源,8.01,43.12,67.5803,0.1866,0.4328,0.5903,8.8919,0.2843,64.0346,113.0349,22.0834,13.6365,124.1297,21.892,1.4536,1.4382,41.3052,513.4246,38.1236,61.8764,0.4906,0.0334,1.0409,0.054,19.1059,1
600166,福田汽车,3.78,1.9,10.5081,0.0924,4.8562,7.2216,4.9442,1.4532,17.3287,254.0116,4.8132,2.6096,241.9708,4.8294,0.7151,0.5224,18.1241,818.745,29.4842,70.5158,0.042,0.0246,2.2271,0.0349,4.3034,1
600167,联美控股,8.0,35.5,52.505,0.2932,0.826,1.9278,2.6989,0.2488,-7.1597,-29.5203,4.6164,9.627,-27.9552,4.5038,2.3665,2.2469,154.565,-947.9296,66.2829,33.7171,-0.3323,-0.0479,-0.9127,-0.1421,-20.9276,1
600168,武汉控股,2.66,15.05,32.0323,0.2043,1.357,0.41,75.7545,0.2416,33.1533,-13.9386,3.1468,2.8954,-13.0435,3.3693,0.9638,0.9607,27.7955,199.0231,33.1333,66.8667,-0.017,-0.001,-0.1162,-0.0014,-0.3813,1
600170,上海建工,3.57,1.01,8.3856,0.1543,15.1851,2.9994,1.6957,0.5268,29.833,4.6256,38.6151,30.8435,0.0,19.7461,1.2084,0.8567,29.804,281.5522,14.9601,85.0399,-0.1483,-0.0607,-13.9867,-0.0714,-9.4105,1
600171,上海贝岭,10.86,38.48,32.6621,0.5504,1.4302,3.1022,2.35,0.4426,132.9191,363.9823,18.2116,26.8602,368.0672,18.1804,6.7488,6.068,279.2353,-2441.9677,84.408,15.592,0.1967,0.0463,0.5058,0.2971,48.3827,1
600173,卧龙地产,10.22,17.6,29.2508,0.4959,2.8168,1269.3542,0.3732,0.3002,306.4714,165.0006,21.8957,-6.2883,164.9947,21.9063,1.6573,0.749,68.1659,-1767.0715,47.3131,52.6869,0.0528,0.0145,0.3002,0.0276,2.7676,0
600176,中国巨石,13.51,30.33,46.6818,0.6487,2.1384,4.5351,2.9114,0.7369,75.0013,254.1125,18.0617,9.5778,197.9789,19.8428,0.9392,0.8188,18.8579,1366.4257,50.0007,49.9993,0.3323,0.0708,1.0869,0.1416,22.0179,1
600177,雅戈尔,5.52,42.61,65.5402,0.3545,0.8319,11.8238,0.083,0.0864,-44.651,-42.4878,9.8004,11.1431,-41.9355,9.7697,0.9135,0.5665,34.0677,645.6014,35.5014,64.4986,0.3477,0.0159,0.814,0.0246,2.8027,0
600178,东安动力,5.27,3.83,12.1907,0.2837,7.401,3.4689,5.9203,0.7229,154.4893,350.9333,100.9201,98.4569,324.8503,29.8809,1.3674,1.223,43.6508,-2479.7627,44.9105,55.0895,-0.0572,-0.0229,-1.4063,-0.0415,-4.2718,0
600183,生益科技,12.26,14.38,28.7374,0.6144,4.27,1.7319,2.5358,0.843,42.928,62.2794,39.9212,34.3809,72.2222,29.0555,1.8557,1.4457,35.7661,3195.088,58.7594,41.2406,0.1388,0.0605,0.9332,0.1467,18.6099,0
600184,光电股份,1.14,2.38,15.2036,0.0541,2.2731,2.8324,2.1785,0.327,108.8816,278.9098,2.3017,26.0228,400.0,2.3017,1.4854,1.2617,48.7311,-244.9254,51.0638,48.9362,-0.7863,-0.1925,-33.0106,-0.3933,-40.6582,0
600185,格力地产,5.27,13.83,37.4073,0.2276,1.6453,8.272,0.0842,0.1178,13.864,10.9329,7.6007,-0.1034,8.6957,7.633,2.0626,0.2225,10.7133,306.3872,25.6698,74.3302,0.7727,0.0756,5.5946,0.1017,19.531,0
600186,莲花健康,6.9,3.35,14.6647,0.0207,0.6164,7.6321,7.6698,0.9929,8.701,-12.871,68.1114,16.8323,-8.4071,20.9949,0.6962,0.6399,41.3213,441.825,11.8628,88.1372,0.0729,0.0408,2.1083,0.0462,4.9561,1
600187,国中水务,0.13,2.73,31.0753,0.0027,0.0999,0.6795,0.6534,0.0692,20.3839,-93.2617,0.8867,0.0264,-84.0,1.1564,2.6318,2.4303,136.8746,154.9347,74.0007,25.9993,0.6215,0.0218,57.1938,0.0837,11.4395,1
600188,兖矿能源,10.88,9.24,22.8331,1.2395,13.4135,14.139,5.9706,1.0394,-40.3541,0.0142,-2.1299,23.3048,32.5871,-15.2773,0.6556,0.5667,27.2746,461.8003,30.243,69.757,0.0395,0.0096,0.405,0.0138,2.5019,1
600189,泉阳泉,4.05,8.41,45.076,0.0878,1.0442,2.0622,2.2699,0.2629,68.9903,23.2829,6.8177,10.7635,12.5,6.3197,1.076,1.0033,14.3276,345.9332,33.3933,66.6067,0.1679,0.0247,1.7,0.037,4.5384,0
