code,name,roe,net_profit_ratio,gross_profit_rate,eps,bips,arturnover,inventory_turnover,currentasset_turnover,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,beat
600055,万东医疗,5.15,15.02,47.9662,0.2224,1.4805,5.4009,1.8258,0.4554,8.7489,-18.7777,5.948,1.7189,-18.6131,5.5663,4.9606,4.3282,239.6589,-2516.4559,86.8706,13.1294,0.0697,0.0198,0.4668,0.1511,16.767,1
600056,中国医药,7.99,3.12,13.9319,0.782,25.0148,2.2666,3.5068,1.0935,-11.6932,-28.5366,4.5218,-6.2516,-32.5019,5.1238,1.6317,1.2022,12.9469,960.4249,39.5557,60.4443,-0.0285,-0.0236,-0.7533,-0.039,-5.2216,0
600057,厦门象屿,10.76,0.48,2.2631,0.7676,159.6415,24.8381,13.8618,4.4389,27.8651,64.3307,30.7884,14.8389,82.0513,11.7931,1.2689,0.8629,19.081,354.4553,27.2879,72.7121,-0.0313,-0.1044,-5.0448,-0.1436,-16.1125,0
600058,五矿发展,5.0,0.53,3.2756,0.3287,61.611,8.1404,10.8893,2.6676,35.0965,45.9335,3.4394,32.332,61.4907,3.4454,1.1811,0.8881,10.2099,362.2103,20.7535,79.2465,-0.0016,-0.0031,-0.2998,-0.0039,-0.4076,0
600059,古越龙山,2.41,11.6,37.3441,0.1399,1.205,7.2003,0.3396,0.2917,27.7502,51.467,25.9183,25.4671,36.3636,26.1585,7.9822,3.9721,244.5079,-1248.8326,91.2948,8.7052,-0.1627,-0.0306,-1.4094,-0.3517,-35.4266,1
600060,海信视像,4.01,1.84,15.5374,0.4783,25.924,8.997,5.5219,1.2551,23.4385,24.6033,4.8897,8.2485,9.3182,4.1504,1.9589,1.5495,20.161,3758.4891,53.0845,46.9155,-0.0481,-0.0493,-1.6685,-0.1052,-11.4663,1
600061,国投资本,8.1,452.92,1.1887,0.6122,0.1351,1.6412,9.237,0.0044,169.3358,9.8078,8.2484,19.6701,-28.5714,7.9489,1.25,1.2497,42.0962,1795.5035,19.5479,80.4521,21.7458,0.0688,4.3245,0.0855,10.9768,0
600062,华润双鹤,9.01,12.93,57.7827,0.8521,6.5903,5.214,2.016,0.9713,7.8698,4.8009,12.9602,11.4128,1.8038,7.7186,3.0212,2.3681,102.5528,-4563.5812,78.0033,21.9967,0.1372,0.0705,1.0204,0.3204,38.7328,1
600063,皖维高新,11.86,11.64,22.1885,0.3741,3.212,18.0593,8.7772,1.4518,32.9352,98.1647,9.2251,7.9153,97.8836,8.8734,1.0071,0.8828,43.6608,1298.5404,53.0806,46.9194,0.2344,0.1259,2.0118,0.2684,31.8161,1
600064,南京高科,13.35,46.71,21.6926,1.583,3.3887,8.3882,0.2891,0.236,73.9739,5.4268,12.104,6.339,7.9809,12.5974,1.0964,0.3912,9.9497,1557.2086,47.2407,52.7593,-0.0413,-0.0053,-0.0864,-0.01,-1.1232,1
600066,宇通客车,1.79,1.67,17.4288,0.1156,6.9213,1.9692,2.2744,0.6926,15.0444,59.0911,-8.177,1.5734,57.1429,-8.0796,1.4414,1.0302,30.0589,-204.8734,44.7518,55.2482,0.0461,0.022,2.7168,0.0398,4.6724,0
600067,冠城大通,0.24,0.3,14.8461,0.0131,4.2908,6.5308,0.3518,0.3299,14.2721,-85.5999,-1.768,-3.8859,-96.4286,-2.2789,1.5187,0.3259,8.7786,172.9242,36.6903,63.3097,0.0839,0.0213,9.0171,0.0337,4.1263,0
600072,中船科技,2.12,4.38,14.1949,0.1145,2.6111,2.8268,1.4291,0.2886,76.8379,1223.8037,7.9111,-16.59,475.0,4.5444,1.6188,1.3129,60.1893,-2120.3302,48.3392,51.6608,0.1139,0.0247,2.6889,0.0478,5.3537,1
600073,上海梅林,7.58,1.94,10.2984,0.3615,18.57,11.9344,5.32,2.0164,-3.0368,-63.3737,-1.248,-4.0505,-11.9221,4.1339,1.4991,0.9963,63.1114,-7247.8438,50.3642,49.6358,0.0377,0.0464,2.5307,0.0935,11.8853,0
600075,新疆天业,14.89,17.17,36.1827,0.848,4.938,31.1377,6.7204,1.9543,37.8816,209.346,49.2284,18.6353,197.0588,51.4063,0.9726,0.8153,30.3985,1233.6843,63.5414,36.4586,0.1375,0.0729,0.801,0.1999,23.0607,0
600077,宋都股份,1.27,1.29,20.3039,0.0454,3.5104,69.6681,0.1247,0.1149,33.6996,-98.6275,1.2116,10.5772,-61.5385,3.9698,1.1994,0.317,21.5385,139.1095,11.8635,88.1365,0.1778,0.0176,475.4709,0.0199,2.3331,0
600079,人福医药,8.46,7.36,43.6163,0.6698,9.0999,2.2471,3.0898,0.8566,0.1026,33.7975,9.2839,-2.9764,53.3333,29.5094,1.2865,1.0832,32.2517,509.0419,45.0824,54.9176,0.0554,0.0243,0.5891,0.0442,5.9736,1
600080,金花股份,1.34,5.88,74.8785,0.0616,1.0475,2.8631,2.7358,0.4328,-14.149,-32.0932,-1.591,-2.7802,-33.7983,-1.6002,4.7491,4.5749,65.311,-634.2399,89.6737,10.3263,0.013,0.0027,0.22,0.0257,2.7346,0
600081,东风科技,3.92,2.04,14.0019,0.2477,12.1114,3.3531,13.7243,1.0298,20.6483,35.4488,77.7421,42.6891,9.6494,105.8818,1.1366,1.0488,28.4639,5382.0377,39.8712,60.1288,0.054,0.0321,1.324,0.0534,5.8166,1
600085,同仁堂,8.88,8.61,47.9614,0.6708,7.7895,8.4759,0.9259,0.6255,18.0046,24.3474,7.1889,9.9748,28.7908,8.2463,2.7692,1.8352,147.7005,7524.7808,67.0049,32.9951,0.2256,0.0993,1.7172,0.3011,37.8568,1
600089,特变电工,12.26,13.27,27.8789,1.371,10.3288,2.8609,3.773,0.7086,32.6634,273.139,19.7895,8.8846,233.7154,16.5894,1.3905,1.1799,48.559,1388.1557,44.0544,55.9456,0.1851,0.0593,1.0662,0.106,17.0647,0
600094,大名城,1.57,3.95,16.5031,0.0846,2.1402,21.5019,0.1587,0.1625,-44.2961,-42.9615,-3.4064,-7.6861,-35.8118,2.3976,1.9333,0.3423,27.7575,249.9795,35.5411,64.4589,0.6776,0.0923,15.6229,0.1432,21.0266,0
600095,湘财股份,3.12,18.05,1.0654,0.1367,0.7576,7.1728,105.9924,0.0708,335.4949,9.687,17.372,8.923,7.7327,17.8352,1.461,1.4599,62.7911,609.1741,33.9864,66.0136,0.6902,0.0405,3.8089,0.0614,6.8061,1
600096,云天化,30.34,5.96,16.3418,1.5458,25.9237,23.2887,6.4372,1.9075,19.3543,1742.5744,77.8327,3.2373,1988.7838,107.0731,0.7227,0.5504,31.569,471.8413,20.8658,79.1342,0.1012,0.0859,1.4489,0.1085,13.0499,0
600097,开创国际,9.72,12.91,36.1916,0.808,6.2577,12.1589,2.2529,1.0287,-0.1366,104.7874,8.4633,23.7473,113.1579,8.3783,2.5821,1.8804,155.9142,5266.6696,65.3351,34.6649,0.2162,0.1042,1.6174,0.3006,56.1856,0
600098,广州发展,3.99,2.64,6.4141,0.2725,10.3121,12.219,10.3512,2.7449,23.6272,-26.5473,2.8597,16.5092,-12.189,4.8873,0.844,0.6416,11.8043,210.6251,43.2289,56.7711,0.0285,0.0159,1.0898,0.028,6.1833,0
600099,林海股份,1.25,1.07,8.8021,0.0279,2.5957,6.4883,2.6602,1.1717,30.9942,315.2031,2.6089,9.5382,316.4179,2.6089,2.3809,1.2836,60.2886,-157.7882,67.5698,32.4302,-0.0777,-0.061,-7.2188,-0.1881,-18.8995,1
600101,明星电力,4.08,7.52,12.5942,0.243,3.2301,43.3183,21.0621,1.3257,12.4227,24.6807,3.2387,5.0661,29.8077,3.1337,1.4027,1.3064,113.0525,-1280.0437,69.8276,30.1724,0.162,0.0612,2.164,0.203,27.3281,0
600103,青山纸业,4.25,7.27,21.5816,0.0667,0.918,10.0845,2.9972,0.6461,14.8387,3508.1248,1.4826,-1.6774,-2465.5172,1.2967,2.6046,2.1659,22.1436,1151.224,72.1936,27.8064,0.1257,0.0491,1.5815,0.1766,21.2249,0
600104,上汽集团,7.51,3.77,11.4768,1.7417,46.0798,11.8462,8.3574,0.9939,11.0855,33.4312,5.9413,2.3499,23.2819,6.5368,1.1938,1.0907,44.1481,11005.0283,37.1521,62.8479,0.0129,0.008,0.2434,0.0128,1.6026,1
600108,亚盛集团,1.21,2.57,18.3574,0.0252,0.9838,1.3568,1.5058,0.4863,11.6957,313.8377,-17.5163,-5.7247,208.5366,-17.078,1.798,1.2842,26.4872,147.6392,48.6164,51.3836,-0.0713,-0.0164,-2.8217,-0.0319,-6.1738,1
600111,北方稀土,23.46,13.07,22.7538,0.8667,6.631,6.3265,1.9607,1.1505,55.1363,546.5815,27.8236,22.5203,520.0,33.2253,2.3287,1.3272,41.0766,1561.5887,54.8592,45.1408,0.0895,0.069,0.6202,0.1529,21.469,1
600113,浙江东日,6.54,22.34,42.8705,0.2482,1.1112,13.6526,1.0082,0.6716,31.6226,-0.7495,1.3206,20.3632,0.0,1.3141,1.6538,1.0706,84.8317,-21735.539,70.8632,29.1368,0.5224,0.1048,2.3631,0.3595,48.5973,1
600114,东睦股份,3.2,3.14,23.2127,0.1373,4.3658,2.7685,3.0957,1.1754,19.484,57.4112,1.497,5.4739,75.0,1.8764,1.2708,0.8545,20.7956,233.4841,49.473,50.527,0.0403,0.0177,1.1877,0.0351,6.0373,1
600116,三峡水利,7.47,11.37,18.2626,0.4242,3.7312,8.317,20.2946,1.7567,150.8469,112.7463,8.465,9.2013,50.0,8.6048,0.7019,0.6532,17.3396,618.8111,53.5509,46.4491,0.0442,0.0151,0.3741,0.0326,4.9516,0
600118,中国卫星,3.55,5.02,14.7562,0.1808,3.5994,1.8762,1.4876,0.4269,-2.4755,-9.7384,3.3543,9.3777,-10.0,3.7124,1.8834,1.4173,41.6359,-4992.955,54.6876,45.3124,0.135,0.0399,2.2089,0.0881,9.643,0
600120,浙江东方,3.5,3.7,4.0081,0.1692,4.5618,52.4051,17.8359,1.0101,26.7536,-21.2012,2.1794,7.6293,-41.3793,3.0612,1.4171,1.3739,61.5774,918.9281,50.4171,49.5829,0.1009,0.0458,2.4305,0.0923,13.3796,1
600123,兰花科创,11.55,15.96,45.4432,1.2316,7.7128,86.0609,7.5508,1.3547,84.5944,689.7345,12.1084,12.7232,474.4869,14.6447,0.6773,0.6159,28.1756,553.5326,40.4534,59.5466,0.1632,0.0477,1.2144,0.0802,11.3375,0
600125,铁龙物流,5.1,2.37,4.6352,0.251,10.5829,46.7173,5.7587,2.979,-2.5938,-12.0747,3.3566,-7.2749,-12.5436,3.6082,3.0508,1.8067,93.8894,1886.2682,67.1014,32.8986,0.0348,0.0501,1.4568,0.1521,31.4723,0
600126,杭钢股份,7.88,4.16,6.936,0.4794,11.5079,161.6085,11.3755,2.4023,71.4389,109.5403,2.8918,-3.3879,118.1818,4.0483,1.8794,1.4371,111.3297,-870.5115,69.0826,30.9174,0.0465,0.0608,1.1155,0.1967,19.9906,0
600127,金健米业,1.55,0.24,4.1801,0.0182,7.4586,45.1823,5.1852,3.0202,17.3177,-67.1533,0.451,-3.6238,-66.2338,-0.251,1.1085,0.5119,18.5904,192.7948,36.7949,63.2051,0.0501,0.1071,20.8951,0.1695,17.8497,1
600128,弘业股份,1.05,0.56,5.7473,0.0813,14.3413,6.791,18.8457,1.5237,29.4952,-36.5187,15.629,19.3409,-37.7676,11.6238,1.2623,1.1501,27.9259,390.2701,52.5085,47.4915,-0.0534,-0.0411,-8.1356,-0.0866,-10.372,0
600129,太极集团,7.11,2.59,42.3014,0.4453,17.1848,4.733,2.2691,1.2565,10.6977,1741.8132,7.8905,-3.7214,1400.0,9.2431,0.8515,0.5683,12.4813,302.9905,25.3111,74.6889,0.0053,0.0038,0.2181,0.005,0.622,1
600130,波导股份,2.86,4.87,11.7274,0.036,0.7388,3.0597,6.7837,0.5919,40.4368,0.6746,5.333,-0.9933,-10.0,3.0119,4.6365,4.237,136.7126,3705.1018,82.6597,17.3403,0.0737,0.0346,1.1799,0.1997,20.6181,1
600131,国网信通,7.68,8.69,19.1518,0.3104,3.5721,0.7525,10.5101,0.4726,1.3907,27.2229,11.5817,-0.962,24.0,11.5833,1.5191,1.4404,23.1134,119435.9265,44.7484,55.2516,-0.1727,-0.0684,-1.9868,-0.1237,-12.7346,1
600132,重庆啤酒,63.98,9.33,53.1908,2.1566,23.1141,86.6007,3.8099,2.3678,259.98,286.0747,165.6604,202.9526,127.3684,35.8295,0.7282,0.5612,34.3041,-23974.3816,30.3169,69.6831,0.3436,0.3151,1.7789,0.4521,48.3372,1
600133,东湖高新,4.51,3.11,12.3973,0.3366,10.8086,1.8201,2.018,0.4603,19.0747,5.5938,20.2799,12.4195,-11.8848,19.176,1.4877,1.2162,29.2959,284.3265,26.8468,73.1532,-0.023,-0.0069,-0.5367,-0.0094,-1.546,0
600135,乐凯胶片,2.07,3.13,16.1237,0.0978,3.1236,3.9635,3.6516,0.7474,24.0862,48.4148,2.449,5.6442,52.3364,2.4043,4.444,3.6822,74.1627,-4266.4566,81.4749,18.5251,-0.1243,-0.0664,-3.8241,-0.3585,-40.7682,1
600137,浪莎股份,3.09,6.48,15.855,0.1659,2.5597,3.9727,2.3073,0.4653,27.7927,12.3791,2.3109,1.181,12.1622,2.3109,3.7954,3.062,96.58,-1031.975,79.2729,20.7271,-0.1192,-0.0452,-1.8385,-0.2179,-21.8565,1
600141,兴发集团,21.5,15.0,29.1452,2.2232,14.8183,14.6195,7.0685,2.4799,8.9345,588.5673,33.2649,5.5409,531.8647,37.4026,0.5802,0.4255,17.0631,959.2061,42.3365,57.6635,0.1618,0.0869,0.9884,0.1507,22.782,0
600143,金发科技,11.51,5.84,17.6938,0.6726,11.4987,6.5281,5.6428,1.8249,12.9529,-54.8768,13.5418,44.8469,-54.3783,6.8815,1.2997,0.9606,36.2021,495.7742,38.2997,61.7003,0.0499,0.0337,0.8482,0.0546,10.8032,0
600148,长春一东,6.67,3.32,25.1753,0.2307,6.9318,3.5615,3.2459,0.8359,8.0449,-22.1382,6.1853,0.1077,-33.0435,3.6239,1.6759,1.4233,20.1173,-3510.9078,43.2776,56.7224,-0.0923,-0.0621,-1.658,-0.1095,-12.3135,1
600153,建发股份,7.34,0.71,2.6096,1.1817,164.5388,57.5885,1.4617,0.9879,78.2381,8.1918,74.9622,67.4716,16.1616,42.1499,1.4184,0.4676,17.6085,508.1099,18.0149,81.9851,-0.1225,-0.0887,-14.4047,-0.1081,-13.5206,0
600155,华创阳安,3.31,245.73,91.2272,0.3023,0.123,1.277,4.0962,0.0051,-14.9226,15.1684,5.9774,7.3905,19.2308,5.9352,1.7256,1.7254,32.7435,794.63,29.8796,70.1204,3.4344,0.0138,1.3878,0.0196,2.8272,0
600157,永泰能源,1.7,3.88,23.8155,0.0322,0.8293,6.6772,24.0633,1.922,17.0911,121.764,58.9837,-2.4068,101.25,77.918,0.438,0.41,6.7337,164.4547,43.9138,56.0862,0.1984,0.035,5.6786,0.0624,15.6148,0
600159,大龙地产,3.62,13.64,38.8744,0.1074,0.7874,2.4736,0.1481,0.1614,35.3036,117.1546,4.4956,2.9949,118.3673,4.7865,2.1188,0.7552,43.2582,-2564.1924,56.2989,43.7011,0.1742,0.0256,1.3311,0.0586,5.8946,0
600160,巨化股份,2.06,2.04,12.6265,0.0957,4.6754,17.9256,8.4287,2.1037,15.691,580.8634,0.2696,4.9378,585.7143,0.1477,1.9396,1.4628,54.0279,6616.4314,76.6262,23.3738,0.0591,0.0445,2.7202,0.1905,22.8669,0
600161,天坛生物,7.1,19.8,48.7549,0.4064,2.052,164.0312,0.6503,0.4469,6.9083,7.8644,71.1728,52.6732,5.0,79.3983,7.5737,5.4133,451.8332,-1785.4046,86.2097,13.7903,0.2966,0.072,1.0576,0.5217,79.5713,0
600163,中闽能源,8.24,38.95,62.7206,0.2049,0.5261,0.7865,13.7842,0.3901,50.9018,86.2516,40.9421,5.9302,93.2489,42.0275,1.7322,1.7131,44.2213,444.5585,45.1901,54.8099,0.527,0.0488,1.244,0.0891,33.6239,0
600166,福田汽车,1.85,0.65,10.7615,0.0445,6.8056,9.3291,6.9263,1.9776,4.6283,6.1837,2.1182,3.7903,4.6512,2.1269,0.7433,0.555,17.8783,364.878,28.8243,71.1757,0.0096,0.0079,1.5187,0.0111,1.3579,0
600167,联美控股,8.65,32.67,48.4504,0.3192,0.9768,2.2564,3.0374,0.3079,-5.2285,-37.4284,2.6271,2.5716,-36.5036,2.4225,2.6815,2.4926,163.0747,-775.2503,69.9096,30.0904,-0.1399,-0.025,-0.4179,-0.083,-13.0573,0
600168,武汉控股,3.82,14.07,31.4167,0.2978,2.1167,0.6243,66.9926,0.3702,25.9003,-27.7024,2.2936,6.2047,-25.0,2.4956,0.9545,0.9485,26.0648,192.1925,32.9052,67.0948,0.0866,0.0074,0.6351,0.0111,2.903,0
600170,上海建工,7.44,1.41,8.2249,0.3323,23.4219,4.5815,2.5976,0.8022,26.0781,28.6945,15.248,28.4809,26.087,10.2345,1.2009,0.8544,29.9778,319.0031,14.8136,85.1864,-0.0565,-0.0347,-3.8103,-0.0407,-5.3564,0
600171,上海贝岭,13.48,33.49,33.9867,0.7116,2.1243,5.1222,3.1239,0.6386,68.8367,250.0991,30.3655,33.7326,276.9634,30.4459,7.0813,6.2653,313.7318,-1801.9609,84.9911,15.0089,0.2245,0.076,0.662,0.5063,82.1248,0
600173,卧龙地产,12.06,19.17,31.0881,0.5977,3.1176,1828.3466,0.4008,0.3282,130.4473,104.1463,21.1367,-9.5477,104.3389,21.1527,1.6533,0.7632,70.2454,-1270.1372,47.1548,52.8452,0.1193,0.0354,0.6223,0.067,6.7276,1
600176,中国巨石,20.56,31.11,46.2116,1.0752,3.4563,6.6615,4.4523,1.1673,75.6868,245.7694,25.8084,14.3068,194.2802,27.5186,0.8881,0.7639,16.6899,1571.3437,52.2384,47.7616,0.2858,0.0946,0.9071,0.198,27.8639,0
600177,雅戈尔,11.75,37.63,60.6832,0.8164,2.1693,33.5157,0.3196,0.2567,15.9545,-31.8994,15.7632,-1.8291,-28.3333,15.732,0.9187,0.6574,35.8748,2905.0958,43.74,56.26,0.2973,0.0404,0.7888,0.0718,8.3804,1
600178,东安动力,5.94,3.01,12.0053,0.3219,10.6651,6.0267,8.4872,1.0498,118.9121,112.5665,97.3633,86.9345,97.546,27.78,1.3672,1.2195,60.4445,-3129.9221,45.3366,54.6634,0.0591,0.0342,1.821,0.0625,6.4357,1
600180,瑞茂通,8.46,1.64,4.1705,0.5445,33.1188,2.8957,25.5975,1.6777,27.4054,266.1602,7.6708,15.6136,267.4278,7.4908,0.8788,0.813,18.4567,349.346,21.3097,78.6903,0.0031,0.0034,0.1873,0.0043,0.4326,0
600183,生益科技,18.61,15.21,27.8237,1.0127,6.6575,2.6514,3.7252,1.242,43.8593,72.0508,40.0832,34.1666,78.9474,32.4167,1.9577,1.5102,32.6732,3839.9301,59.1575,40.8425,0.0734,0.0466,0.4665,0.1141,14.6786,1
600184,光电股份,1.88,2.86,14.7868,0.0901,3.1521,4.0158,2.3079,0.4188,45.0119,10.6366,1.5943,39.8314,12.5,1.5943,1.3832,1.1057,48.4897,-227.2035,45.6213,54.3787,-0.3702,-0.1115,-12.9401,-0.2051,-21.0122,1
600185,格力地产,7.07,10.38,28.5807,0.3294,3.1724,13.3256,0.1777,0.2202,45.1561,6.9894,7.3751,-10.1225,9.375,7.415,2.2969,0.2032,13.661,321.8027,27.3848,72.6152,0.434,0.0809,4.191,0.1115,23.5135,0
600186,莲花健康,2.62,2.76,13.3242,0.0204,0.7411,12.1084,11.9218,1.0922,9.9166,-30.8831,805.2164,64.4175,-33.5092,284.8931,1.5162,1.4453,117.9706,539.4167,51.6771,48.3229,0.0647,0.0381,2.2755,0.0789,8.1915,0
600187,国中水务,0.21,2.86,30.5162,0.0044,0.1563,1.0088,1.0613,0.1076,21.2276,-87.6307,0.1982,-0.7242,-79.4643,0.3408,2.641,2.4528,147.9118,238.834,74.0371,25.9629,0.6701,0.037,40.4678,0.1425,19.1014,0
