date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-20,19.0,19.13,19.01,18.66,131003.83,0.18,0.96,18.228,17.224,16.764,192206.81,163355.41,159299.87,3.21
2020-02-21,19.0,20.55,20.37,18.85,296147.12,1.36,7.15,19.012,17.729,16.827,226501.84,178246.38,168567.61,7.26
2020-02-24,20.5,22.11,21.82,20.2,297526.34,1.45,7.12,19.826,18.321,17.057,244587.56,196174.11,166888.46,7.3
2020-02-25,21.5,22.88,21.51,20.0,412228.31,-0.31,-1.42,20.308,18.823,17.274,271837.54,222402.98,175516.28,10.11
2020-02-26,21.0,22.45,21.87,21.0,324327.66,0.36,1.67,20.916,19.348,17.534,292246.65,242610.33,183715.79,7.96
2020-02-27,22.08,23.45,23.05,21.08,405472.25,1.18,5.4,21.724,19.976,17.845,347140.34,269673.57,198937.76,9.95
2020-02-28,21.51,22.13,20.75,20.75,358966.0,-2.3,-9.98,21.8,20.406,18.037,359704.11,293102.97,211615.98,8.81
2020-03-02,20.7,21.27,20.6,19.0,271429.56,-0.15,-0.72,21.556,20.691,18.305,354484.76,299536.16,224731.85,6.66
2020-03-03,20.9,21.47,19.64,19.4,348558.78,-0.96,-4.66,21.182,20.745,18.557,341750.85,306794.19,231432.53,8.55
2020-03-04,19.2,20.3,19.92,19.1,202562.66,0.28,1.43,20.792,20.854,18.826,317397.85,304822.25,233475.99,4.97
2020-03-05,20.56,21.44,21.17,20.56,293849.0,1.25,6.28,20.416,21.07,19.147,295073.2,321106.77,242231.09,7.21
2020-03-06,20.9,21.45,21.05,20.5,158696.48,-0.12,-0.57,20.476,21.138,19.434,255019.3,307361.7,242804.04,3.89
2020-03-09,20.67,21.3,19.9,19.74,221388.38,-1.15,-5.46,20.336,20.946,19.634,245011.06,299747.91,247961.01,5.43
2020-03-10,19.55,20.25,20.22,18.6,230782.02,0.32,1.61,20.452,20.817,19.82,221455.71,281603.28,252003.13,5.66
