date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-20,14.24,14.54,14.5,14.19,78402.49,0.35,2.47,14.148,13.991,14.394,56032.14,52396.47,56570.29,1.81
2020-02-21,14.49,14.59,14.45,14.42,60917.74,-0.05,-0.34,14.282,14.079,14.306,60404.31,53635.82,57084.57,1.4
2020-02-24,14.45,14.45,14.24,14.15,69466.36,-0.21,-1.45,14.31,14.123,14.216,62516.84,55938.42,58216.23,1.6
2020-02-25,14.0,14.12,14.05,13.64,76655.56,-0.19,-1.33,14.278,14.131,14.114,66877.57,57366.07,59802.94,1.76
2020-02-26,13.88,14.18,13.93,13.82,54194.13,-0.12,-0.85,14.234,14.122,14.029,67927.26,58918.96,58747.56,1.25
2020-02-27,14.02,14.14,13.88,13.87,46882.09,-0.05,-0.36,14.11,14.129,13.946,61623.18,58827.66,58705.34,1.08
2020-02-28,13.61,13.65,13.19,13.17,86908.46,-0.69,-4.97,13.858,14.07,13.858,66821.32,63612.81,59624.64,2.0
2020-03-02,13.25,13.65,13.59,13.25,50205.02,0.4,3.03,13.728,14.019,13.864,62969.05,62742.95,61219.04,1.16
2020-03-03,13.7,13.91,13.81,13.7,58721.45,0.22,1.62,13.68,13.979,13.904,59382.23,63129.9,58843.34,1.35
2020-03-04,13.77,13.89,13.87,13.7,40353.0,0.06,0.43,13.668,13.951,13.931,56614.0,62270.63,57016.81,0.93
2020-03-05,13.98,14.48,14.4,13.92,109968.38,0.53,3.82,13.772,13.941,13.966,69231.26,65427.22,58911.84,2.53
2020-03-06,14.28,14.5,14.27,14.23,71109.81,-0.13,-0.9,13.988,13.923,14.001,66071.53,66446.43,60041.12,1.64
2020-03-09,14.03,14.07,13.69,13.65,70490.99,-0.58,-4.06,14.008,13.868,13.996,70128.73,66548.89,61243.65,1.62
2020-03-10,13.32,13.89,13.89,13.32,53933.57,0.2,1.46,14.024,13.852,13.992,69171.15,64276.69,60821.38,1.24
2020-03-11,13.84,13.99,13.7,13.69,48361.43,-0.19,-1.37,13.99,13.829,13.976,70772.84,63693.42,61306.19,1.11
2020-03-12,13.59,13.59,13.41,13.32,46050.16,-0.29,-2.12,13.792,13.782,13.956,57989.19,63610.23,61218.94,1.06
2020-03-13,12.93,13.23,13.08,12.67,62333.46,-0.33,-2.46,13.554,13.771,13.921,56233.92,61152.73,62382.77,1.44
2020-03-16,13.19,13.26,12.83,12.72,53484.29,-0.25,-1.91,13.382,13.695,13.857,52832.58,61480.65,62111.8,1.23
2020-03-17,12.83,13.03,12.72,12.45,47754.89,-0.11,-0.86,13.148,13.586,13.783,51596.85,60384.0,61756.95,1.1
2020-03-18,12.84,12.94,12.61,12.6,39703.75,-0.11,-0.86,12.93,13.46,13.706,49865.31,60319.07,61294.85,0.91
2020-03-19,12.67,12.7,12.66,12.31,46551.29,0.05,0.4,12.78,13.286,13.614,49965.54,53977.36,59702.29,1.07
2020-03-20,12.68,12.91,12.85,12.65,41263.06,0.19,1.5,12.734,13.144,13.534,45751.46,50992.69,58719.56,0.95
2020-03-23,12.6,12.64,12.45,12.35,44825.54,-0.4,-3.11,12.658,13.02,13.444,44019.71,48426.14,57487.52,1.03
2020-03-24,12.6,12.72,12.66,12.46,47563.54,0.21,1.69,12.646,12.897,13.375,43981.44,47789.14,56032.92,1.1
2020-03-25,12.93,13.01,12.99,12.75,68148.09,0.33,2.61,12.722,12.826,13.328,49670.3,49767.81,56730.61,1.57
2020-03-26,12.91,13.2,13.04,12.81,53116.46,0.05,0.39,12.798,12.789,13.286,50983.34,50474.44,57042.33,1.22
2020-03-27,13.09,13.33,13.17,13.07,76050.86,0.13,1.0,12.862,12.798,13.285,57940.9,51846.18,56499.45,1.75
2020-03-30,13.02,13.05,12.81,12.7,51821.0,-0.36,-2.73,12.934,12.796,13.246,59339.99,51679.85,56580.25,1.19
2020-03-31,12.91,13.25,13.25,12.84,65181.57,0.44,3.44,13.052,12.849,13.218,62863.6,53422.52,56903.26,1.5
2020-04-01,13.18,13.4,13.05,13.01,48650.0,-0.2,-1.51,13.064,12.893,13.177,58963.98,54317.14,57318.11,1.12
2020-04-02,12.94,13.2,13.2,12.93,39627.14,0.15,1.15,13.096,12.947,13.117,56266.11,53624.73,53801.05,0.91
2020-04-03,13.13,13.36,13.18,13.11,42600.86,-0.02,-0.15,13.098,12.98,13.062,49576.11,53758.51,52375.6,0.98
2020-04-07,13.28,13.45,13.38,13.25,60056.12,0.2,1.52,13.212,13.073,13.047,51223.14,55281.56,51853.85,1.38
2020-04-08,13.34,13.35,13.16,13.14,56321.25,-0.22,-1.64,13.194,13.123,13.01,49451.07,56157.34,51973.24,1.3
2020-04-09,13.21,13.26,13.13,13.11,48212.47,-0.03,-0.23,13.21,13.137,12.982,49363.57,54163.77,51965.79,1.11
