date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-20,9.58,9.63,9.61,9.44,88164.66,0.07,0.73,9.636,9.749,9.964,94454.35,112400.35,134995.87,1.55
2020-02-21,9.58,9.82,9.66,9.49,97068.45,0.05,0.52,9.678,9.711,9.924,96014.44,102781.34,137148.47,1.71
2020-02-24,9.62,9.85,9.8,9.62,98515.19,0.14,1.45,9.69,9.687,9.881,96177.13,100481.23,134855.46,1.74
2020-02-25,9.68,9.86,9.66,9.42,191578.55,-0.14,-1.43,9.654,9.668,9.831,114576.11,110750.1,138525.75,3.37
2020-02-26,9.56,9.56,9.32,9.3,146689.19,-0.34,-3.52,9.61,9.618,9.775,124403.21,113637.69,136443.54,2.58
2020-02-27,9.34,9.44,9.29,9.28,69972.31,-0.03,-0.32,9.546,9.591,9.72,120764.74,107609.54,134454.98,1.23
2020-02-28,9.2,9.27,8.94,8.91,105634.45,-0.35,-3.77,9.402,9.54,9.669,122477.94,109246.19,134564.86,1.86
2020-03-02,8.95,9.13,9.11,8.94,80816.15,0.17,1.9,9.264,9.477,9.674,118938.13,107557.63,129383.62,1.42
2020-03-03,9.2,9.36,9.2,9.15,111311.65,0.09,0.99,9.172,9.413,9.645,102884.75,108730.43,125962.77,1.96
2020-03-04,9.2,9.23,9.19,9.11,60073.22,-0.01,-0.11,9.146,9.378,9.596,85561.56,104982.38,117626.83,1.06
2020-03-05,9.29,9.52,9.48,9.2,105452.4,0.29,3.16,9.184,9.365,9.557,92657.57,106711.16,109555.75,1.86
2020-03-06,9.37,9.65,9.54,9.36,85545.93,0.06,0.63,9.304,9.353,9.532,88639.87,105558.9,104170.12,1.51
2020-03-09,9.43,9.52,9.18,9.15,92587.32,-0.36,-3.77,9.318,9.291,9.489,90994.1,104966.12,102723.67,1.63
2020-03-10,9.01,9.36,9.33,9.01,70956.24,0.15,1.63,9.344,9.258,9.463,82923.02,92903.89,101826.99,1.25
2020-03-11,9.36,9.41,9.26,9.26,70088.62,-0.07,-0.75,9.358,9.252,9.435,84926.1,85243.83,99440.76,1.23
2020-03-12,9.22,9.22,9.03,8.98,83966.49,-0.23,-2.48,9.268,9.226,9.409,80628.92,86643.25,97126.4,1.48
2020-03-13,8.51,9.05,8.94,8.5,74267.99,-0.09,-1.0,9.148,9.226,9.383,78373.33,83506.6,96376.39,1.31
2020-03-16,8.96,9.16,8.69,8.5,74290.73,-0.25,-2.8,9.05,9.184,9.331,74714.01,82854.06,95205.84,1.31
2020-03-17,8.7,8.79,8.47,8.32,67374.29,-0.22,-2.53,8.878,9.111,9.262,73997.62,78460.32,93595.38,1.19
2020-03-18,8.5,8.68,8.38,8.36,57861.92,-0.09,-1.06,8.702,9.03,9.204,71552.28,78239.19,91610.79,1.02
2020-03-19,8.4,8.43,8.17,7.99,118911.68,-0.21,-2.51,8.53,8.899,9.132,78541.32,79585.12,93148.14,2.09
