date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-20,3.85,3.9,3.81,3.72,477686.25,-0.06,-1.55,3.934,4.087,3.984,551493.9,847902.61,761496.46,1.89
2020-02-21,3.83,3.89,3.85,3.78,416825.25,0.04,1.05,3.914,3.992,4.011,518914.89,719657.88,780567.02,1.65
2020-02-24,3.91,4.22,4.14,3.91,995109.62,0.29,7.53,3.944,3.967,4.053,610847.15,696815.27,829340.76,3.93
2020-02-25,4.05,4.33,4.26,4.02,1123127.5,0.12,2.9,3.986,3.991,4.084,714083.9,688730.56,863672.49,4.43
2020-02-26,4.22,4.33,4.05,4.02,775573.25,-0.21,-4.93,4.022,3.992,4.092,757664.37,680343.31,861865.04,3.06
2020-02-27,4.05,4.12,3.95,3.88,537029.12,-0.1,-2.47,4.05,3.992,4.114,769532.95,660513.42,865217.44,2.12
2020-02-28,3.91,4.28,4.26,3.85,1147185.88,0.31,7.85,4.132,4.023,4.149,915605.07,717259.98,906154.68,4.53
2020-03-02,4.4,4.41,4.25,4.09,1137210.5,-0.01,-0.23,4.154,4.049,4.165,944025.25,777436.2,908355.73,4.49
2020-03-03,4.16,4.33,4.2,4.06,881960.81,-0.05,-1.18,4.142,4.064,4.167,895791.91,804937.91,888817.44,3.48
2020-03-04,4.16,4.2,4.1,4.05,513234.84,-0.1,-2.38,4.152,4.087,4.146,843324.23,800494.3,861749.2,2.03
2020-03-05,4.15,4.15,4.1,4.07,454578.5,0.0,0.0,4.182,4.116,4.102,826834.11,798183.53,823043.07,1.79
2020-03-06,4.08,4.51,4.51,4.06,1618792.5,0.41,10.0,4.232,4.182,4.087,921155.43,918380.25,819019.07,6.39
2020-03-09,4.5,4.9,4.56,4.38,1925163.88,0.05,1.11,4.294,4.224,4.096,1078746.11,1011385.68,854100.47,7.6
2020-03-10,4.31,4.35,4.27,4.1,1141063.38,-0.29,-6.36,4.308,4.225,4.108,1130566.62,1013179.27,850954.91,4.5
2020-03-11,4.18,4.36,4.22,4.12,754487.62,-0.05,-1.17,4.332,4.242,4.117,1178817.18,1011070.7,845707.0,2.98
2020-03-12,4.33,4.38,4.07,4.01,580789.31,-0.15,-3.56,4.326,4.254,4.123,1204059.34,1015446.72,837980.07,2.29
2020-03-13,3.8,3.98,3.93,3.71,659807.44,-0.14,-3.44,4.21,4.221,4.122,1012262.33,966708.88,841984.43,2.6
2020-03-16,3.96,4.1,3.86,3.84,567280.0,-0.07,-1.78,4.07,4.182,4.116,740685.55,909715.83,843576.01,2.24
2020-03-17,3.82,3.9,3.88,3.56,525591.0,0.02,0.52,3.992,4.15,4.107,617591.07,874078.85,839508.38,2.07
2020-03-18,3.83,3.89,3.88,3.72,389856.53,0.0,0.0,3.924,4.128,4.108,544664.86,861741.02,831117.66,1.54
2020-03-19,3.83,3.85,3.76,3.71,237558.36,-0.12,-3.09,3.862,4.094,4.105,476018.67,840039.0,819111.26,0.94
2020-03-20,3.79,3.91,3.9,3.77,362210.25,0.14,3.72,3.856,4.033,4.108,416499.23,714380.78,816380.51,1.43
2020-03-23,3.85,3.94,3.73,3.72,234892.08,-0.17,-4.36,3.83,3.95,4.087,350021.64,545353.6,778369.64,0.93
2020-03-24,3.76,3.81,3.73,3.54,275919.84,0.0,0.0,3.8,3.896,4.061,300087.41,458839.24,736009.25,1.09
2020-03-25,3.75,3.83,3.8,3.7,303736.72,0.07,1.88,3.784,3.854,4.048,282863.45,413764.15,712417.43,1.2
2020-03-26,3.77,3.81,3.8,3.68,337780.53,0.0,0.0,3.792,3.827,4.041,302907.88,389463.28,702455.0,1.33
2020-03-27,3.79,3.92,3.81,3.77,320015.97,0.01,0.26,3.774,3.815,4.018,294469.03,355484.13,661096.5,1.26
2020-03-30,3.76,3.9,3.77,3.73,281339.5,-0.04,-1.05,3.782,3.806,3.994,303758.51,326890.08,618302.95,1.11
