date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-20,9.64,9.76,9.75,9.53,128438.91,0.11,1.14,9.646,9.577,9.745,136589.92,134365.5,144838.5,1.16
2020-02-21,9.71,9.83,9.7,9.64,141303.89,-0.05,-0.51,9.722,9.605,9.703,140704.01,133987.23,145599.37,1.27
2020-02-24,9.66,9.77,9.65,9.57,153535.14,-0.05,-0.52,9.716,9.608,9.66,138000.99,136264.34,148979.49,1.38
2020-02-25,9.49,9.49,9.39,9.12,191913.62,-0.26,-2.69,9.626,9.595,9.602,148781.51,146422.2,153376.15,1.73
2020-02-26,9.27,9.79,9.47,9.2,210488.55,0.08,0.85,9.592,9.575,9.544,165136.02,156684.45,152485.25,1.89
2020-02-27,9.42,9.98,9.77,9.31,256255.42,0.3,3.17,9.596,9.621,9.51,190699.32,163644.62,154255.84,2.31
2020-02-28,9.41,9.49,9.11,9.1,223086.06,-0.66,-6.75,9.478,9.6,9.47,207055.76,173879.89,155726.69,2.01
2020-03-02,9.21,9.36,9.3,9.11,129462.01,0.19,2.09,9.408,9.562,9.489,202241.13,170121.06,160818.39,1.16
2020-03-03,9.39,9.65,9.43,9.38,178178.89,0.13,1.4,9.416,9.521,9.522,199494.19,174137.85,159719.27,1.6
2020-03-04,9.36,9.47,9.47,9.31,118390.72,0.04,0.42,9.416,9.504,9.531,181074.62,173105.32,156341.49,1.07
2020-03-05,9.57,9.83,9.81,9.47,222139.08,0.34,3.59,9.424,9.51,9.544,174251.35,182475.34,158420.42,2.0
2020-03-06,9.65,10.56,10.15,9.63,350487.28,0.34,3.47,9.632,9.555,9.58,199731.6,203393.68,168690.45,3.15
2020-03-09,10.07,10.73,10.38,9.97,374202.38,0.23,2.27,9.848,9.628,9.618,248679.67,225460.4,180862.37,3.37
2020-03-10,10.11,10.31,10.17,9.69,293808.72,-0.21,-2.02,9.996,9.706,9.651,271805.64,235649.91,191036.05,2.64
2020-03-11,10.24,10.88,10.51,9.88,476338.28,0.34,3.34,10.204,9.81,9.693,343395.15,262234.88,209459.66,4.29
2020-03-12,10.33,10.49,10.03,9.96,272074.25,-0.48,-4.57,10.248,9.836,9.729,353382.18,263816.77,213730.69,2.45
2020-03-13,9.39,9.76,9.62,9.35,218169.56,-0.41,-4.09,10.142,9.887,9.744,326918.64,263325.12,218602.5,1.96
2020-03-16,9.71,9.98,9.15,9.11,225809.52,-0.47,-4.89,9.896,9.872,9.717,297240.07,272959.87,221540.46,2.03
2020-03-17,9.2,9.38,8.99,8.62,165996.02,-0.16,-1.75,9.66,9.828,9.675,271677.53,271741.58,222939.72,1.49
2020-03-18,9.13,9.22,8.73,8.71,137253.45,-0.26,-2.89,9.304,9.754,9.629,203860.56,273627.85,223366.59,1.23
2020-03-19,8.75,9.06,8.97,8.71,176802.28,0.24,2.75,9.092,9.67,9.59,184806.17,269094.17,225784.76,1.59
2020-03-20,9.04,9.09,8.95,8.8,120807.12,-0.02,-0.22,8.958,9.55,9.553,165333.68,246126.16,224759.92,1.09
2020-03-23,8.65,8.76,8.43,8.37,130924.02,-0.52,-5.81,8.814,9.355,9.492,146356.58,221798.32,223629.36,1.18
2020-03-24,8.57,8.61,8.53,8.31,92039.72,0.1,1.19,8.722,9.191,9.449,131565.32,201621.42,218635.67,0.83
2020-03-25,8.67,8.82,8.76,8.63,114170.66,0.23,2.7,8.728,9.016,9.413,126948.76,165404.66,213819.77,1.03
