date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-20,8.96,8.96,8.36,8.27,836965.56,-0.53,-5.96,9.014,10.03,8.577,918444.34,1026539.71,716582.69,11.78
2020-02-21,8.43,8.8,8.68,8.31,838060.75,0.32,3.83,8.838,9.82,8.743,834620.96,1104236.99,756237.37,11.79
2020-02-24,8.64,9.14,8.77,8.58,814918.94,0.09,1.04,8.762,9.511,8.919,811813.15,973663.24,793466.02,11.47
2020-02-25,8.81,9.65,9.65,8.81,1330516.5,0.88,10.03,8.87,9.409,9.124,920210.85,1078247.39,851632.51,18.72
2020-02-26,9.65,9.92,9.11,9.05,1055602.75,-0.54,-5.6,8.914,9.184,9.275,975212.9,998823.61,887788.57,14.85
2020-02-27,8.9,8.9,8.41,8.3,734964.06,-0.7,-7.68,8.924,8.969,9.361,954812.6,936628.47,912370.42,10.34
2020-02-28,8.2,8.79,8.4,8.1,579480.12,-0.01,-0.12,8.868,8.853,9.412,903096.47,868858.72,888934.19,8.15
2020-03-02,8.4,8.55,8.49,8.02,557351.75,0.09,1.07,8.812,8.787,9.431,851583.04,831698.09,885238.66,7.84
2020-03-03,8.47,8.88,8.65,8.23,673683.38,0.16,1.89,8.612,8.741,9.459,720216.41,820213.63,850283.38,9.48
2020-03-04,8.51,8.59,8.31,8.23,455128.69,-0.34,-3.93,8.452,8.683,9.429,600121.6,787667.25,866473.63,6.4
2020-03-05,8.4,8.46,8.33,8.24,343083.12,0.02,0.24,8.436,8.68,9.355,521745.41,738279.01,882409.36,4.83
2020-03-06,8.37,8.56,8.49,8.33,453362.66,0.16,1.92,8.454,8.661,9.241,496521.92,699809.2,902023.1,6.38
2020-03-09,8.47,9.2,8.91,8.3,880774.56,0.42,4.95,8.538,8.675,9.093,561206.48,706394.76,840029.0,12.39
2020-03-10,8.38,8.53,8.28,8.02,616053.5,-0.63,-7.07,8.464,8.538,8.974,549680.51,634948.46,856597.92,8.67
2020-03-11,8.2,8.4,8.13,8.03,399457.19,-0.15,-1.81,8.428,8.44,8.812,538546.21,569333.9,784078.76,5.62
2020-03-12,8.16,8.29,7.69,7.49,471998.12,-0.44,-5.41,8.3,8.368,8.669,564329.21,543037.31,739832.89,6.64
2020-03-13,7.29,7.38,7.24,7.05,388140.59,-0.45,-5.85,8.05,8.252,8.553,551284.79,523903.36,696381.04,5.46
2020-03-16,7.38,7.78,7.38,7.3,478416.72,0.14,1.93,7.744,8.141,8.464,470813.22,516009.85,673853.97,6.73
2020-03-17,7.5,7.5,7.12,6.73,368741.34,-0.26,-3.52,7.512,7.988,8.365,421350.79,485515.65,652864.64,5.19
2020-03-18,7.23,7.3,6.9,6.9,292966.41,-0.22,-3.09,7.266,7.847,8.265,400052.64,469299.42,628483.34,4.12
2020-03-19,6.82,6.99,6.95,6.66,284934.94,0.05,0.72,7.118,7.709,8.195,362640.0,463484.6,600881.8,4.01
2020-03-20,6.98,7.25,7.22,6.86,382821.12,0.27,3.88,7.114,7.582,8.122,361576.11,456430.45,578119.82,5.39
2020-03-23,7.06,7.35,6.93,6.9,319820.78,-0.29,-4.02,7.024,7.384,8.03,329856.92,400335.07,553364.92,4.5
2020-03-24,6.98,7.08,6.92,6.65,272453.75,-0.01,-0.14,6.984,7.248,7.893,310599.4,365975.1,500461.78,3.83
2020-03-25,7.06,7.25,7.13,6.93,317042.78,0.21,3.04,7.03,7.148,7.794,315414.67,357733.66,463533.78,4.46
2020-03-26,7.06,7.4,7.27,7.01,426442.62,0.14,1.96,7.094,7.106,7.737,343716.21,353178.11,448107.71,6.0
2020-03-27,7.27,7.27,7.07,7.03,261973.27,-0.2,-2.75,7.064,7.089,7.671,319546.64,340561.37,432232.36,3.69
2020-03-30,6.96,7.15,6.82,6.81,216629.91,-0.25,-3.54,7.042,7.033,7.587,298908.47,314382.69,415196.27,3.05
2020-03-31,6.87,6.89,6.63,6.61,198771.44,-0.19,-2.79,6.984,6.984,7.486,284172.0,297385.7,391450.68,2.8
2020-04-01,6.51,6.83,6.69,6.41,220157.09,0.06,0.91,6.896,6.963,7.405,264794.87,290104.77,379702.1,3.1
2020-04-02,6.61,6.78,6.77,6.5,207220.39,0.08,1.2,6.796,6.945,7.327,220950.42,282333.32,372908.96,2.92
